date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;Unnamed: 28
06132026-15:13:18;-1.505599;-1.50560005;-1.50559965;-1.50559982;-1.50560376;-1.5056025;-1.5055981;-1.5056087;-1.5055913;-1.5055951;2.07752e-07;1.53159e-07;3.08775e-07;1.03387e-07;3.39935e-07;9.42809e-08;2.0854e-06;3.39935e-07;2.62467e-07;33.9;35.3;38.6;23.0;23.0;23.1;46.3;999.85;
06132026-15:52:46;-1.480789;-1.48079016;-1.48078941;-1.48078985;-1.48079349;-1.4807922;-1.4807884;-1.4808004;-1.4807795;-1.4807852;2.87148e-07;2.85616e-07;6.56574e-08;8.80656e-08;3.09121e-07;4.98888e-07;1.54128e-06;8.16497e-08;8.16497e-08;33.9;35.2;38.4;23.0;23.0;22.74;46.0;1000.04;
06132026-14:05:58;-1.467907;-1.46790791;-1.46790732;-1.46790771;-1.46791166;-1.4679106;-1.4679064;-1.4679158;-1.4678976;-1.4679032;6.59966e-08;6.38975e-08;4.58476e-08;1.18134e-07;8.16497e-08;4.71405e-08;6.12826e-07;4.08248e-07;8.16497e-08;33.9;35.3;38.5;23.0;23.0;22.93;46.2;1000.06;
06132026-17:32:36;-1.443394;-1.44339494;-1.44339439;-1.44339573;-1.44339786;-1.4433968;-1.443394;-1.4434064;-1.4433855;-1.4433906;1.40479e-07;1.70771e-07;1.35605e-07;1.67796e-07;3.85861e-07;9.42809e-08;1.02089e-06;2.49444e-07;4.71405e-08;34.9;36.4;39.6;23.0;23.0;24.54;44.4;999.57;
06132026-16:43:51;-1.40434;-1.40434149;-1.40434082;-1.40434129;-1.40434373;-1.4043429;-1.4043395;-1.40435;-1.4043328;-1.4043365;1.58064e-07;2.73818e-07;1.15494e-07;1.23558e-07;3.09121e-07;1.41421e-07;1.53261e-06;2.0548e-07;8.16497e-08;34.2;35.7;38.7;23.0;23.0;24.07;45.1;999.82;
06132026-11:02:33;-1.39011;-1.39011112;-1.39011038;-1.39011121;-1.3901145;-1.3901133;-1.3901101;-1.3901213;-1.3901029;-1.3901067;1.69141e-07;1.12178e-07;1.01411e-07;1.12645e-07;3.74166e-07;3.39935e-07;1.13137e-06;2.44949e-07;2.16025e-07;34.3;35.7;38.8;23.0;23.0;23.56;45.1;1001.24;
06132026-14:10:36;-1.381039;-1.38104025;-1.38103946;-1.38104008;-1.38104349;-1.3810426;-1.3810382;-1.381051;-1.3810328;-1.3810355;1.94522e-07;3.05355e-07;2.06074e-07;1.81537e-07;2.44949e-07;4.71405e-08;0.0;1.63299e-07;1.24722e-07;33.9;35.3;38.5;23.0;23.0;23.25;46.1;1000.14;
06132026-12:33:05;-1.376174;-1.37617464;-1.37617475;-1.37617499;-1.37617849;-1.3761776;-1.3761738;-1.376184;-1.3761685;-1.3761705;2.23196e-07;2.14989e-07;2.57563e-07;5.35413e-08;2.62467e-07;8.16497e-08;5.65685e-07;1.38163e-06;8.16497e-08;34.0;35.4;38.6;23.0;23.0;22.8;45.9;1001.1;
06132026-10:34:41;-1.346257;-1.34625796;-1.34625747;-1.34625799;-1.34626129;-1.3462611;-1.3462574;-1.3462664;-1.3462501;-1.3462537;9.71013e-08;2.18227e-07;9.50368e-08;2.78248e-07;4.71405e-08;2.0548e-07;5.65685e-07;1.88562e-07;1.24722e-07;34.2;35.6;38.8;23.0;23.0;23.73;45.0;1001.14;
06132026-10:48:37;-1.341327;-1.34132822;-1.34132762;-1.3413281;-1.34133169;-1.341331;-1.3413276;-1.3413395;-1.3413203;-1.3413235;7.19182e-08;1.01352e-07;5.77139e-08;1.62138e-07;1.41421e-07;1.69967e-07;1.17851e-06;2.16025e-07;8.16497e-08;34.3;35.6;38.8;23.0;23.0;23.09;45.1;1001.25;
06132026-11:04:52;-1.329869;-1.32987029;-1.32986954;-1.32987015;-1.32987335;-1.3298723;-1.3298688;-1.3298773;-1.3298642;-1.3298659;1.46097e-07;1.01352e-07;2.4444e-07;1.98158e-07;2.49444e-07;3.39935e-07;2.6386e-06;2.0548e-07;4.71405e-08;34.3;35.7;38.8;23.0;23.0;23.39;45.1;1001.2;
06132026-13:03:16;-1.31375;-1.31375096;-1.31375063;-1.31375146;-1.31375423;-1.3137532;-1.3137491;-1.3137611;-1.3137441;-1.3137469;5.77812e-08;4.85649e-07;2.49678e-07;2.26274e-07;4.6428e-07;2.94392e-07;1.69706e-06;1.41421e-07;4.71405e-08;34.1;35.4;38.6;23.0;23.0;22.75;45.9;1000.93;
06132026-16:18:19;-1.306115;-1.30611588;-1.30611511;-1.30611586;-1.30611866;-1.306118;-1.3061147;-1.3061254;-1.3061099;-1.3061121;1.2501e-07;1.32914e-07;2.00042e-07;2.48507e-07;1.88562e-07;2.35702e-07;1.53261e-06;3.85861e-07;8.16497e-08;33.9;35.3;38.5;23.0;23.0;23.87;45.7;1000.25;
06132026-11:07:11;-1.302129;-1.30212966;-1.30212949;-1.30213025;-1.30213321;-1.3021327;-1.3021293;-1.3021386;-1.3021232;-1.3021262;3.78506e-07;1.01352e-07;3.89362e-07;3.53679e-07;2.62467e-07;1.41421e-07;1.02089e-06;4.10961e-07;1.69967e-07;34.3;35.7;38.8;23.0;23.0;23.31;45.1;1001.3;
06132026-12:49:20;-1.281431;-1.28143237;-1.28143134;-1.2814323;-1.28143511;-1.2814348;-1.2814304;-1.2814407;-1.2814258;-1.2814282;7.06226e-08;1.40479e-07;9.71013e-08;6.94422e-08;8.16497e-08;2.0548e-07;9.79796e-07;5.09902e-07;4.71405e-08;33.9;35.4;38.5;23.0;23.0;23.34;46.0;1000.87;
06132026-10:30:02;-1.278101;-1.27810212;-1.2781011;-1.27810187;-1.27810512;-1.2781049;-1.278101;-1.2781112;-1.2780956;-1.2780978;7.19182e-08;8.66141e-08;2.96798e-08;2.07257e-07;4.18994e-07;4.49691e-07;5.65685e-07;2.86744e-07;9.42809e-08;34.2;35.6;38.8;23.0;23.0;23.63;45.2;1001.12;
06132026-09:57:32;-1.250882;-1.25088316;-1.25088222;-1.25088304;-1.2508863;-1.2508862;-1.2508826;-1.2508939;-1.2508762;-1.2508787;3.1994e-07;2.17043e-07;1.60651e-07;1.666e-07;1.69967e-07;1.69967e-07;5.65685e-07;4.71405e-08;4.71405e-08;34.4;35.8;38.9;23.0;23.0;23.43;44.9;1000.87;
06132026-16:04:23;-1.250331;-1.25033203;-1.25033151;-1.25033199;-1.25033511;-1.250334;-1.2503305;-1.2503394;-1.2503261;-1.250328;5.77812e-08;2.04015e-08;3.21534e-07;8.05536e-08;2.0548e-07;2.16025e-07;5.65685e-07;1.69967e-07;8.16497e-08;33.9;35.3;38.3;23.0;23.0;23.31;46.1;1000.04;
06132026-11:46:39;-1.239274;-1.23927485;-1.23927455;-1.23927484;-1.23927834;-1.2392781;-1.239274;-1.2392836;-1.2392682;-1.2392712;1.48787e-07;2.29571e-07;1.76301e-07;9.46338e-08;1.69967e-07;4.71405e-08;0.0;8.16497e-08;4.71405e-08;34.1;35.5;38.8;23.0;23.0;22.83;45.7;1001.39;
06132026-10:37:00;-1.204082;-1.20408273;-1.20408279;-1.20408308;-1.20408608;-1.2040854;-1.2040824;-1.2040915;-1.2040772;-1.204079;2.36006e-07;1.5544e-07;2.78458e-07;6.64998e-08;1.88562e-07;4.18994e-07;9.79796e-07;5.35413e-07;1.24722e-07;34.2;35.6;38.8;23.0;23.0;23.53;44.9;1001.11;
06132026-14:43:07;-1.195449;-1.19545014;-1.19544984;-1.19545009;-1.1954528;-1.1954527;-1.1954482;-1.1954593;-1.1954436;-1.1954465;7.88937e-08;1.16296e-07;6.56574e-08;2.10608e-07;2.35702e-07;1.63299e-07;1.13137e-06;4.71405e-08;1.24722e-07;34.0;35.4;38.6;23.0;23.0;23.26;46.0;1000.07;
06132026-15:36:31;-1.181475;-1.18147622;-1.18147581;-1.1814755;-1.18147906;-1.1814786;-1.1814742;-1.1814829;-1.1814693;-1.1814723;1.24668e-07;2.21739e-07;7.97761e-08;1.20277e-07;1.69967e-07;8.16497e-08;5.65685e-07;2.94392e-07;2.86744e-07;33.8;35.2;38.4;23.0;23.0;22.77;46.3;1000.02;
06132026-12:26:07;-1.15224;-1.152241;-1.15224058;-1.152241;-1.15224399;-1.1522438;-1.15224;-1.1522483;-1.1522326;-1.1522373;3.96667e-07;2.66296e-07;2.21829e-07;9.10433e-08;1.24722e-07;1.63299e-07;1.17851e-06;3.09121e-07;1.41421e-07;34.0;35.3;38.6;23.0;23.0;23.05;45.7;1001.14;
06132026-14:54:43;-1.125854;-1.12585488;-1.12585466;-1.1258546;-1.12585792;-1.1258575;-1.1258537;-1.1258648;-1.1258471;-1.1258516;2.89559e-07;2.18159e-07;1.44652e-07;1.30213e-07;2.0548e-07;1.24722e-07;2.00056e-06;8.16497e-08;8.16497e-08;34.0;35.3;38.6;23.0;23.0;22.73;46.0;999.85;
06132026-10:18:26;-1.07061;-1.07061101;-1.07061048;-1.07061089;-1.0706137;-1.0706139;-1.0706102;-1.0706211;-1.0705988;-1.0706077;1.36006e-07;2.30643e-07;2.58407e-07;9.42809e-08;3.74166e-07;1.24722e-07;5.65685e-07;1.24722e-07;2.16025e-07;34.3;35.7;38.9;23.0;23.0;23.17;44.9;1001.1;
06132026-15:59:44;-1.068767;-1.06876784;-1.0687677;-1.06876759;-1.06877065;-1.0687708;-1.0687663;-1.0687765;-1.0687568;-1.0687643;3.94915e-07;1.60819e-07;6.5301e-08;5.4365e-08;2.62467e-07;2.94392e-07;5.65685e-07;4.71405e-08;4.71405e-08;33.8;35.2;38.3;23.0;23.0;23.05;46.2;1000.0;
06132026-17:34:56;-1.045083;-1.04508364;-1.04508355;-1.04508452;-1.04508628;-1.0450856;-1.0450835;-1.0450931;-1.045073;-1.0450812;1.82085e-07;1.42576e-07;3.46609e-07;1.80185e-07;3.26599e-07;1.63299e-07;5.65685e-07;8.16497e-08;8.16497e-08;34.9;36.4;39.6;23.0;23.0;24.6;44.4;999.62;
06132026-16:53:08;-1.003677;-1.00367807;-1.00367738;-1.00367802;-1.00368013;-1.0036802;-1.0036766;-1.0036875;-1.0036695;-1.0036752;8.14166e-08;1.89179e-07;1.87768e-07;2.87093e-07;1.69967e-07;2.86744e-07;1.17851e-06;6.01849e-07;1.24722e-07;34.4;35.8;38.9;23.0;23.0;24.19;44.9;999.75;
06132026-10:53:15;-0.984829;-0.984829468;-0.984829457;-0.984829672;-0.98483256;-0.9848328;-0.9848295;-0.984838;-0.9848233;-0.9848272;4.25149e-07;1.99632e-07;1.81538e-07;2.51042e-07;4.24264e-07;4.71405e-08;2.50909e-06;8.21922e-07;9.42809e-08;34.3;35.7;38.8;23.0;23.0;23.38;45.3;1001.32;
06132026-11:44:20;-0.978464;-0.978464909;-0.978464445;-0.978464923;-0.97846775;-0.9784678;-0.9784638;-0.9784729;-0.9784581;-0.9784621;7.56549e-08;2.18038e-07;1.87475e-07;1.12645e-07;2.16025e-07;4.71405e-08;5.65685e-07;2.35702e-07;4.71405e-08;34.2;35.5;38.8;23.0;23.0;22.87;45.7;1001.47;
06132026-11:23:26;-0.950662;-0.950662883;-0.95066242;-0.950663004;-0.95066597;-0.9506655;-0.9506621;-0.9506717;-0.9506562;-0.9506605;1.52857e-07;1.75352e-07;5.15186e-08;2.49444e-08;8.16497e-08;3.09121e-07;5.65685e-07;2.35702e-07;8.16497e-08;34.2;35.6;38.9;23.0;23.0;23.0;45.4;1001.28;
06132026-15:45:48;-0.933069;-0.933070065;-0.933069685;-0.933069553;-0.93307224;-0.9330726;-0.9330689;-0.9330782;-0.9330652;-0.9330675;3.16284e-07;2.29272e-07;2.35879e-07;1.06145e-07;9.42809e-08;3.68179e-07;1.13137e-06;2.35702e-07;1.24722e-07;33.8;35.2;38.4;23.0;23.0;23.22;46.1;1000.01;
06132026-16:20:38;-0.932717;-0.932717977;-0.93271741;-0.932717858;-0.93272032;-0.9327202;-0.9327167;-0.9327269;-0.9327125;-0.9327157;1.35144e-07;1.59783e-07;2.97521e-07;1.75942e-07;2.16025e-07;4.71405e-08;5.65685e-07;9.42809e-08;1.24722e-07;33.9;35.3;38.5;23.0;23.0;23.9;45.6;1000.24;
06132026-13:40:25;-0.892052;-0.892052929;-0.892052926;-0.892052832;-0.89205573;-0.8920557;-0.8920518;-0.8920595;-0.8920486;-0.8920506;2.28043e-07;1.16314e-07;1.13459e-07;3.58143e-07;1.69967e-07;1.24722e-07;2.00056e-06;1.41421e-07;1.69967e-07;34.0;35.3;38.5;23.0;23.0;23.28;46.1;1000.41;
06132026-12:40:03;-0.876626;-0.876626953;-0.8766267;-0.87662672;-0.87662966;-0.8766293;-0.8766261;-0.8766338;-0.8766221;-0.8766246;1.36387e-07;2.84323e-07;2.77238e-07;1.10855e-07;3.68179e-07;1.63299e-07;5.65685e-07;2.94392e-07;9.42809e-08;34.0;35.3;38.6;23.0;23.0;22.79;46.0;1000.91;
06132026-11:14:09;-0.86548;-0.865480644;-0.865480615;-0.865480831;-0.86548355;-0.8654837;-0.8654801;-0.8654898;-0.8654763;-0.8654787;1.6112e-07;1.27504e-07;1.68506e-07;1.36382e-07;3.09121e-07;2.35702e-07;1.11022e-16;1.41421e-07;9.42809e-08;34.4;35.7;38.9;23.0;23.0;23.14;45.2;1001.17;
06132026-18:00:28;-0.850875;-0.85087585;-0.850875549;-0.850876192;-0.85087814;-0.8508782;-0.8508754;-0.850883;-0.8508714;-0.8508739;3.78506e-08;1.09865e-07;2.96499e-07;3.68179e-08;4.71405e-08;1.24722e-07;1.02089e-06;9.42809e-08;8.16497e-08;35.0;36.5;39.8;23.0;23.0;24.06;44.7;999.88;
06132026-17:09:23;-0.804449;-0.804449889;-0.804449851;-0.804449998;-0.80445193;-0.8044516;-0.8044493;-0.8044562;-0.8044453;-0.804448;2.35071e-07;1.60931e-07;2.27921e-07;6.01849e-08;1.24722e-07;1.88562e-07;1.17851e-06;1.63299e-07;1.24722e-07;34.6;36.1;39.1;23.0;23.0;24.32;44.7;999.62;
06132026-12:51:40;-0.799557;-0.799557699;-0.799557619;-0.799557793;-0.79956007;-0.7995605;-0.799557;-0.7995648;-0.7995538;-0.7995561;1.24918e-07;1.89457e-07;8.12824e-08;1.25698e-07;1.41421e-07;1.69967e-07;1.17851e-06;1.24722e-07;8.16497e-08;33.9;35.3;38.5;23.0;23.0;23.22;45.9;1000.93;
06132026-17:23:19;-0.798238;-0.798239003;-0.798238485;-0.798239269;-0.79824091;-0.7982406;-0.7982383;-0.7982477;-0.7982345;-0.7982373;1.29729e-07;3.39421e-08;9.37408e-08;1.32749e-07;1.41421e-07;1.88562e-07;1.02089e-06;8.37987e-07;1.24722e-07;34.8;36.3;39.4;23.0;23.0;24.42;44.5;999.66;
06132026-14:29:11;-0.781995;-0.781995629;-0.781995478;-0.781995692;-0.78199836;-0.7819985;-0.7819949;-0.7820043;-0.7819906;-0.7819943;1.5017e-07;1.41675e-07;4.36883e-08;1.83727e-07;2.0548e-07;3.39935e-07;1.13137e-06;2.16025e-07;4.71405e-08;34.1;35.5;38.6;23.0;23.0;22.71;46.0;999.88;
06132026-18:14:24;-0.755868;-0.755868974;-0.75586881;-0.755869156;-0.755871;-0.755871;-0.7558687;-0.7558752;-0.755863;-0.7558673;1.32855e-07;2.77219e-07;2.32356e-07;1.00775e-07;1.63299e-07;8.16497e-08;6.12826e-07;1.24722e-07;9.42809e-08;35.0;36.6;39.9;23.0;23.0;23.87;44.4;999.5;
06132026-15:48:08;-0.752746;-0.752746747;-0.752746657;-0.752746296;-0.75274923;-0.7527495;-0.7527463;-0.7527551;-0.7527412;-0.7527453;1.50665e-07;4.41642e-07;4.28661e-08;1.20277e-07;3.29983e-07;2.82843e-07;1.7442e-06;1.41421e-07;9.42809e-08;33.8;35.2;38.4;23.0;23.0;23.03;46.0;999.99;
06132026-17:39:34;-0.739395;-0.739395947;-0.73939549;-0.739396151;-0.73939763;-0.7393973;-0.739395;-0.7394041;-0.7393909;-0.7393945;2.26199e-07;5.61677e-08;1.22126e-07;7.36357e-08;2.82843e-07;5.24934e-07;1.69706e-06;2.0548e-07;4.71405e-08;34.9;36.4;39.7;23.0;23.0;24.59;44.3;999.6;
06132026-10:16:06;-0.735831;-0.735831768;-0.735831561;-0.735831624;-0.73583442;-0.7358352;-0.7358308;-0.7358396;-0.735825;-0.7358302;2.01691e-07;1.6353e-07;2.65608e-07;1.80062e-07;2.35702e-07;4.02768e-07;1.17851e-06;1.63299e-07;1.41421e-07;34.3;35.7;38.9;23.0;23.0;23.22;44.9;1001.1;
06132026-14:15:15;-0.729646;-0.729646641;-0.729646511;-0.729646626;-0.72964933;-0.7296494;-0.7296454;-0.7296532;-0.729641;-0.7296457;2.59868e-07;2.54977e-07;9.51858e-08;1.46591e-07;1.41421e-07;1.69967e-07;1.02089e-06;2.0548e-07;9.42809e-08;33.9;35.3;38.5;23.0;23.0;23.13;45.9;1000.04;
06132026-17:44:13;-0.709004;-0.70900507;-0.709004606;-0.709004708;-0.70900674;-0.7090061;-0.7090049;-0.7090116;-0.7089976;-0.7090035;1.31038e-07;6.78897e-08;3.33039e-07;2.40046e-07;3.77124e-07;1.69967e-07;5.65685e-07;8.16497e-08;9.42809e-08;34.9;36.5;39.7;23.0;23.0;24.63;44.2;999.78;
06132026-12:35:24;-0.703898;-0.703898882;-0.70389906;-0.703898549;-0.70390128;-0.7039014;-0.7038977;-0.703906;-0.7038929;-0.7038976;4.59614e-08;1.45883e-07;2.01604e-07;1.53695e-07;5.73488e-07;4.32049e-07;0.0;2.94392e-07;1.41421e-07;34.0;35.3;38.6;23.0;23.0;22.75;45.9;1000.97;
06132026-09:55:13;-0.697081;-0.697081864;-0.697081436;-0.697081701;-0.69708451;-0.6970847;-0.6970816;-0.6970892;-0.6970745;-0.6970799;3.60023e-08;1.87087e-07;1.15494e-07;5.88784e-08;4.96655e-07;4.6428e-07;1.02089e-06;1.24722e-07;4.71405e-08;34.4;35.8;39.0;23.0;23.0;23.31;44.9;1000.99;
06132026-10:13:47;-0.656791;-0.656791649;-0.65679151;-0.656791265;-0.65679414;-0.6567948;-0.6567909;-0.6567988;-0.6567834;-0.6567904;1.37888e-07;1.56314e-07;2.18263e-08;9.56847e-08;1.69967e-07;2.35702e-07;5.65685e-07;1.24722e-07;4.71405e-08;34.3;35.7;38.9;23.0;23.0;23.19;44.8;1001.05;
06132026-17:21:00;-0.629427;-0.629427916;-0.62942766;-0.62942816;-0.62942975;-0.62943;-0.6294273;-0.6294347;-0.629419;-0.6294268;1.64494e-07;2.57358e-07;1.00021e-07;6.53197e-08;1.69967e-07;4.71405e-08;1.02089e-06;4.71405e-08;4.71405e-08;34.8;36.3;39.4;23.0;23.0;24.42;44.6;999.63;
06132026-14:26:52;-0.53284;-0.532840788;-0.532840814;-0.532840842;-0.53284276;-0.5328437;-0.5328402;-0.5328454;-0.5328245;-0.5328405;1.62577e-07;3.80117e-07;5.71956e-08;4.02768e-08;2.35702e-07;8.16497e-08;1.02089e-06;2.0548e-07;1.24722e-07;34.0;35.4;38.6;23.0;23.0;22.76;46.0;999.96;
06132026-15:20:16;-0.49549;-0.495491021;-0.495490784;-0.495490679;-0.49549269;-0.4954933;-0.49549;-0.4954965;-0.4954712;-0.4954905;2.95431e-07;6.78951e-08;2.02623e-07;1.35892e-07;8.16497e-08;2.0548e-07;1.54128e-06;2.0548e-07;1.24722e-07;33.9;35.2;38.5;23.0;23.0;23.06;46.0;1000.01;
06132026-15:43:29;-0.486274;-0.486274846;-0.486274553;-0.486274211;-0.4862767;-0.4862774;-0.486274;-0.4862817;-0.4862546;-0.4862744;5.41428e-08;1.10399e-07;1.24613e-07;1.71529e-07;2.16025e-07;1.24722e-07;5.65685e-07;1.24722e-07;8.16497e-08;33.8;35.2;38.4;23.0;23.0;23.26;46.2;1000.07;
06132026-17:02:25;-0.444071;-0.444071606;-0.444071673;-0.444071649;-0.44407306;-0.4440737;-0.4440714;-0.4440781;-0.4440481;-0.4440716;1.94614e-07;2.39899e-07;2.18263e-08;1.18603e-07;4.49691e-07;8.16497e-08;5.65685e-07;8.16497e-08;4.71405e-08;34.5;36.0;39.0;23.0;23.0;24.27;44.8;999.63;
06132026-10:09:09;-0.442043;-0.442043587;-0.44204348;-0.442043538;-0.44204598;-0.4420469;-0.4420435;-0.4420499;-0.4420197;-0.4420435;6.44313e-08;9.94288e-08;2.46421e-07;2.20907e-07;3.85861e-07;2.62467e-07;1.54128e-06;2.62467e-07;8.16497e-08;34.4;35.7;38.9;23.0;23.0;23.37;44.7;1000.95;
06132026-17:25:38;-0.366699;-0.366699941;-0.366699578;-0.366699723;-0.36670126;-0.3667015;-0.3666992;-0.3667056;-0.3666756;-0.3667;7.19614e-08;1.16278e-07;7.33689e-08;1.06145e-07;4.18994e-07;4.10961e-07;1.02089e-06;1.24722e-07;4.71405e-08;34.8;36.3;39.5;23.0;23.0;24.44;44.5;999.67;
06132026-12:28:26;-0.338359;-0.338359637;-0.338359535;-0.338359146;-0.33836157;-0.3383625;-0.3383592;-0.3383659;-0.3383358;-0.3383602;8.6171e-08;1.76033e-07;1.28905e-07;9.20145e-08;2.94392e-07;2.16025e-07;5.65685e-07;8.16497e-08;9.42809e-08;34.0;35.4;38.6;23.0;23.0;22.91;45.7;1001.28;
06132026-15:08:39;-0.329371;-0.329371678;-0.3293717;-0.329371196;-0.32937385;-0.3293748;-0.3293713;-0.3293775;-0.3293499;-0.3293722;2.00841e-07;1.73967e-07;5.40961e-08;1.41657e-07;2.94392e-07;1.69967e-07;1.13137e-06;0.0;4.71405e-08;34.0;35.3;38.6;23.0;23.0;22.76;46.2;999.93;
06132026-10:25:24;-0.304587;-0.304587831;-0.304587591;-0.304587444;-0.30458964;-0.3045908;-0.3045877;-0.3045937;-0.3045696;-0.3045878;2.3115e-07;1.91868e-07;3.04198e-07;6.01849e-08;4.71405e-08;1.69967e-07;5.65685e-07;8.16497e-08;4.71405e-08;34.2;35.6;38.8;23.0;23.0;23.3;45.2;1001.13;
06132026-18:16:43;-0.293631;-0.293631827;-0.293631875;-0.293631703;-0.29363309;-0.2936339;-0.293631;-0.2936371;-0.2936164;-0.2936322;1.98286e-07;3.06385e-07;2.2156e-07;3.74166e-08;6.54896e-07;2.16025e-07;6.12826e-07;8.16497e-08;4.71405e-08;35.1;36.6;39.9;23.0;23.0;23.69;44.5;999.47;
06132026-16:22:57;-0.267095;-0.267095755;-0.267095676;-0.267095218;-0.26709689;-0.2670977;-0.2670951;-0.2671004;-0.2670836;-0.2670961;4.36972e-08;1.45928e-07;2.71565e-07;8.57645e-08;9.42809e-08;3.68179e-07;5.65685e-07;1.41421e-07;8.16497e-08;33.9;35.3;38.5;23.0;23.0;23.94;45.5;1000.25;
06132026-16:57:47;-0.253426;-0.25342654;-0.25342671;-0.253426443;-0.25342796;-0.2534286;-0.2534263;-0.2534312;-0.2534166;-0.2534271;7.14843e-08;2.35705e-07;1.62543e-07;1.53695e-07;1.69967e-07;1.88562e-07;1.54128e-06;4.54606e-07;9.42809e-08;34.4;35.9;38.9;23.0;23.0;24.21;44.9;999.7;
06132026-16:27:36;-0.220255;-0.220255771;-0.220255887;-0.220255469;-0.22025698;-0.2202581;-0.2202554;-0.22026;-0.2202488;-0.2202567;7.56549e-08;1.09036e-07;2.12176e-07;8.95669e-08;9.42809e-08;3.09121e-07;2.0854e-06;4.71405e-08;9.42809e-08;34.0;35.4;38.5;23.0;23.0;24.02;45.4;1000.29;
06132026-16:06:42;-0.189394;-0.18939475;-0.189394549;-0.18939451;-0.18939594;-0.1893973;-0.1893938;-0.1893985;-0.1893901;-0.1893958;2.28889e-07;1.16814e-07;4.59317e-08;6.48074e-08;3.29983e-07;4.54606e-07;2.0854e-06;1.24722e-07;1.24722e-07;33.8;35.2;38.4;23.0;23.0;23.42;46.1;1000.13;
06132026-12:05:13;-0.136445;-0.136445144;-0.136445881;-0.136445347;-0.13644735;-0.1364491;-0.1364452;-0.1364488;-0.1364436;-0.1364472;2.19803e-07;2.91788e-07;3.35279e-07;4.54606e-08;3.39935e-07;1.24722e-07;1.13137e-06;8.16497e-08;1.69967e-07;34.0;35.4;38.7;23.0;23.0;22.73;45.9;1001.35;
06132026-13:33:27;-0.129438;-0.129438731;-0.129438862;-0.12943835;-0.12944049;-0.1294415;-0.1294386;-0.1294447;-0.1294371;-0.1294402;2.68375e-07;1.9563e-07;1.83773e-07;1.31403e-07;2.86744e-07;4.71405e-08;2.30988e-06;9.42809e-08;0.0;34.0;35.3;38.6;23.0;23.0;22.77;46.1;1000.5;
06132026-15:29:33;-0.084505;-0.0845056434;-0.0845057674;-0.08450532;-0.08450727;-0.0845086;-0.0845049;-0.0845088;-0.0845067;-0.0845074;3.85324e-07;7.90309e-08;2.40148e-07;1.02089e-07;9.42809e-08;1.24722e-07;6.12826e-07;4.71405e-08;8.16497e-08;33.8;35.2;38.5;23.0;23.0;22.76;46.1;999.92;
06132026-11:55:56;-0.080925;-0.0809254946;-0.0809255174;-0.0809253369;-0.08092719;-0.0809289;-0.0809249;-0.0809308;-0.0809259;-0.0809271;1.8104e-07;2.67843e-07;2.56195e-07;1.04987e-07;2.62467e-07;2.49444e-07;1.17851e-06;4.71405e-08;4.71405e-08;34.1;35.5;38.7;23.0;23.0;22.77;45.9;1001.28;
06132026-10:11:28;-0.080826;-0.0808265416;-0.0808265666;-0.0808258429;-0.08082837;-0.0808293;-0.0808256;-0.0808316;-0.080827;-0.0808281;1.70571e-07;1.68464e-07;1.41004e-07;1.26754e-07;4.71405e-08;9.42809e-08;5.65685e-07;4.71405e-08;1.24722e-07;34.3;35.7;38.9;23.0;23.0;23.27;44.7;1000.93;
06132026-17:27:58;-0.078413;-0.0784134105;-0.07841344;-0.0784133047;-0.07841457;-0.0784158;-0.0784128;-0.0784178;-0.078415;-0.0784152;2.1636e-07;3.39454e-08;2.06125e-07;8.73053e-08;2.82843e-07;1.24722e-07;1.53261e-06;4.71405e-08;4.71405e-08;34.8;36.4;39.5;23.0;23.0;24.48;44.5;999.65;
06132026-11:51:18;-0.051386;-0.0513865657;-0.0513866337;-0.0513860706;-0.05138827;-0.05139;-0.0513861;-0.0513902;-0.0513878;-0.0513883;1.72951e-07;1.57486e-07;2.47535e-08;9.89949e-08;2.44949e-07;9.42809e-08;6.12826e-07;8.16497e-08;1.41421e-07;34.1;35.5;38.7;23.0;23.0;22.79;45.8;1001.34;
06132026-14:03:38;-0.051071;-0.0510716709;-0.0510716432;-0.0510712394;-0.05107321;-0.0510748;-0.0510708;-0.0510744;-0.0510728;-0.0510734;2.59461e-07;1.88992e-07;2.18344e-08;8.48528e-08;1.24722e-07;3.26599e-07;1.17851e-06;4.71405e-08;1.41421e-07;33.9;35.3;38.5;23.0;23.0;22.74;46.1;1000.11;
06132026-15:55:06;-0.042613;-0.0426133931;-0.0426134675;-0.0426127395;-0.04261503;-0.0426162;-0.0426137;-0.0426173;-0.0426148;-0.0426154;1.05388e-07;1.05344e-07;1.41e-07;9.4163e-08;4.02768e-07;3.39935e-07;1.17851e-06;9.42809e-08;1.24722e-07;33.8;35.2;38.4;23.0;23.0;22.72;46.1;1000.05;
06132026-12:19:09;-0.01496;-0.0149602434;-0.0149603474;-0.0149601843;-0.01496189;-0.0149636;-0.0149598;-0.0149643;-0.0149624;-0.0149627;1.59211e-07;1.41675e-07;2.55799e-07;6.59966e-08;2.44949e-07;2.62467e-07;1.17851e-06;1.24722e-07;4.71405e-08;33.9;35.3;38.6;23.0;23.0;23.48;46.0;1001.2;
