date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;Unnamed: 28
06142026-18:58:42;12.628722;12.6286919;12.6286672;12.6287065;12.6286992;12.6287273;12.628663;12.628298;12.628681;12.628693;1.10645e-05;1.4066e-05;7.75034e-06;1.40627e-06;5.6356e-07;8.0895e-06;2.30859e-05;8.54166e-06;3.2619e-06;36.4;38.0;41.2;23.0;23.0;26.03;43.6;993.3;
06142026-19:11:47;12.867809;12.8677709;12.8677645;12.8677981;12.8677835;12.867814;12.867753;12.867383;12.86777;12.867765;1.0628e-05;1.05376e-05;6.44114e-06;1.89673e-06;1.93907e-07;9.1433e-06;2.30859e-05;2.28035e-06;4.996e-06;36.4;37.9;41.2;23.0;23.0;25.24;43.7;992.84;
06142026-16:57:46;13.144936;13.1449056;13.144875;13.1449151;13.1449094;13.1449424;13.14488;13.144503;13.1449;13.144905;1.31338e-05;1.35386e-05;2.27248e-05;1.27812e-06;2.57682e-07;7.62627e-06;1.39943e-05;4.9558e-06;3.31059e-06;36.1;37.7;41.0;23.0;23.0;25.47;44.1;995.23;
06142026-18:16:13;13.240957;13.2409265;13.2409005;13.2409386;13.2409308;13.2409639;13.240891;13.240528;13.240923;13.240927;9.41859e-06;1.22994e-05;1.49847e-05;1.53675e-06;5.32917e-07;9.62081e-06;2.60569e-05;3.87814e-06;5.26878e-06;36.2;37.7;41.1;23.0;23.0;25.28;43.6;994.43;
06142026-18:42:21;13.351196;13.351153;13.3511408;13.3512028;13.3511719;13.3512016;13.351139;13.350735;13.351148;13.351166;1.0934e-05;5.3967e-06;1.64929e-05;9.31665e-07;3.61109e-07;9.21737e-06;3.68261e-05;4.66476e-06;4.14729e-06;36.3;37.9;41.1;23.0;23.0;25.81;43.8;993.69;
06142026-18:39:05;13.815645;13.8156023;13.8155937;13.8156439;13.8156195;13.8156509;13.815582;13.815213;13.81561;13.815608;1.09681e-05;1.00084e-05;1.22659e-05;9.6871e-07;6.24179e-07;8.60233e-06;2.25389e-05;4.57821e-06;3.92938e-06;36.3;37.9;41.1;23.0;23.0;25.79;43.8;994.02;
06142026-18:35:49;13.960406;13.9603742;13.9603488;13.9604052;13.9603782;13.9604136;13.96035;13.95996;13.960367;13.960378;9.03357e-06;1.15224e-05;8.93373e-06;1.804e-06;6.28013e-07;8.47113e-06;3.16834e-05;3.49857e-06;2.6533e-06;36.2;37.7;41.0;23.0;23.0;25.75;43.9;994.16;
06142026-14:07:50;14.687964;14.6879269;14.6879035;14.6879563;14.6879363;14.6879686;14.687901;14.687484;14.687898;14.687926;1.7471e-05;1.51545e-05;4.87964e-06;1.21754e-06;5.3066e-07;3.84708e-06;1.83085e-05;1.72047e-06;3.00666e-06;36.4;37.9;41.2;23.0;23.0;25.29;42.8;996.07;
06142026-19:05:14;14.736444;14.7364132;14.7363856;14.7364418;14.736418;14.7364524;14.736373;14.735973;14.736378;14.736412;1.09697e-05;7.91916e-06;1.80153e-05;2.21486e-06;6.14492e-07;1.13031e-05;1.54971e-05;2.13542e-06;3.32265e-06;36.3;37.9;41.2;23.0;23.0;25.64;43.4;993.11;
06142026-17:17:22;15.531804;15.5317708;15.5317397;15.5317947;15.5317737;15.531812;15.53174;15.531315;15.531746;15.531766;1.22077e-05;9.16644e-06;1.13027e-05;1.02684e-06;4.09878e-07;6.07947e-06;2.72103e-05;4.85798e-06;2.92575e-06;36.2;37.7;41.0;23.0;23.0;25.77;43.9;995.34;
06142026-18:03:08;15.589364;15.5893331;15.5893042;15.5893649;15.5893367;15.5893713;15.589297;15.588852;15.589314;15.589329;1.60852e-05;3.70927e-06;1.56486e-05;1.0707e-06;3.18748e-07;8.65794e-06;1.82822e-05;4.11825e-06;1.46969e-06;36.2;37.9;41.1;23.0;23.0;25.82;43.8;994.55;
06142026-16:31:37;15.814674;15.8146449;15.8146221;15.8146726;15.8146441;15.8146795;15.814609;15.814184;15.814635;15.814638;1.0535e-05;8.47737e-06;1.50436e-05;8.16333e-07;3.2619e-07;5.1923e-06;2.50807e-05;3.54401e-06;1.41421e-06;36.2;37.8;41.0;23.0;23.0;25.75;43.9;995.1;
06142026-16:25:05;16.26592;16.2658838;16.2658564;16.2658967;16.265889;16.2659278;16.265859;16.265418;16.265916;16.265881;8.99328e-06;1.07623e-05;1.58497e-05;1.98252e-06;3.18748e-07;8.90842e-06;9.30376e-06;5.83095e-06;2.78568e-06;36.2;37.7;41.0;23.0;23.0;25.66;44.0;995.13;
06142026-16:08:44;16.709316;16.70928;16.7092628;16.7093057;16.7092837;16.7093229;16.709244;16.708803;16.709324;16.709275;7.42353e-06;1.29809e-05;1.63578e-05;1.20764e-06;2.19089e-07;1.00598e-05;9.6e-06;2.78568e-06;3.00666e-06;36.2;37.6;41.0;23.0;23.0;25.22;44.0;994.64;
06142026-15:22:59;16.857431;16.8573891;16.8573726;16.8574365;16.8573985;16.8574395;16.857356;16.856889;16.857453;16.857392;3.14912e-06;6.23146e-06;8.17013e-06;1.95407e-06;2.71293e-07;8.08455e-06;1.79666e-05;2.4e-06;4.27083e-06;36.2;37.8;41.0;23.0;23.0;25.74;43.6;995.29;
06142026-17:20:39;16.886685;16.8866486;16.8866216;16.8866809;16.8866541;16.8866936;16.886614;16.886171;16.886702;16.886644;7.41708e-06;1.14529e-05;1.28821e-05;1.03615e-06;3.77359e-07;7.98499e-06;2.7332e-05;3.70945e-06;1.6e-06;36.2;37.8;41.0;23.0;23.0;25.83;43.9;995.2;
06142026-14:01:18;17.678291;17.6782529;17.6782292;17.6782943;17.6782561;17.6782994;17.678217;17.677747;17.678311;17.678242;1.22857e-05;9.32816e-06;1.1734e-05;1.42745e-06;5.45527e-07;3.40588e-06;1.44e-05;3.05941e-06;5.01996e-06;36.4;37.9;41.2;23.0;23.0;26.03;42.8;996.04;
06142026-17:33:43;17.696921;17.6968805;17.6968609;17.6968978;17.6968872;17.6969305;17.696861;17.69638;17.696932;17.696872;1.22431e-05;2.43293e-05;8.04649e-06;1.09727e-06;2.89828e-07;8.86341e-06;1.97949e-05;3.18748e-06;3.87814e-06;36.2;37.7;41.0;23.0;23.0;25.24;44.0;994.82;
06142026-18:55:26;18.938212;18.9381747;18.9381575;18.9382121;18.9381767;18.9382237;18.938134;18.93763;18.938225;18.938157;8.11671e-06;1.39764e-05;1.31374e-05;1.42183e-06;3.42929e-07;9.5373e-06;3.01224e-05;7.67854e-06;3.49857e-06;36.4;37.9;41.2;23.0;23.0;25.98;43.6;993.37;
06142026-18:29:16;19.149449;19.1494167;19.1493852;19.1494309;19.1494145;19.1494589;19.149372;19.148851;19.149448;19.149394;1.78153e-05;1.47411e-05;1.38917e-05;1.60922e-06;3.79473e-07;5.4626e-06;2.26044e-05;4.45421e-06;7.65768e-06;36.2;37.8;41.0;23.0;23.0;25.65;43.9;994.27;
06142026-17:36:59;19.50892;19.5088781;19.5088442;19.5089103;19.5088854;19.5089303;19.508845;19.508327;19.508931;19.50886;4.91551e-06;5.33646e-06;9.47957e-06;1.58795e-06;2.13542e-07;9.64158e-06;2.7427e-05;1.54919e-06;6.46838e-06;36.2;37.8;41.0;23.0;23.0;25.35;44.0;994.74;
06142026-17:53:19;19.542057;19.5420191;19.541999;19.5420475;19.5420197;19.542068;19.541983;19.541484;19.542063;19.541996;1.20306e-05;1.47474e-05;1.52252e-05;9.00222e-07;1.49666e-07;8.70402e-06;1.17576e-05;1.32424e-05;3.2e-06;36.2;37.7;41.0;23.0;23.0;25.7;43.9;994.81;
06142026-17:59:52;19.681337;19.6813123;19.6812778;19.6813249;19.6813005;19.6813475;19.68126;19.680766;19.681347;19.681269;1.1243e-05;1.05028e-05;1.1925e-05;5.11468e-07;2.15407e-07;9.01998e-06;1.63144e-05;1.16619e-06;5.1614e-06;36.2;37.8;41.0;23.0;23.0;25.81;43.9;994.7;
06142026-19:28:07;19.684232;19.6842012;19.6841599;19.6842151;19.6841954;19.6842425;19.684151;19.683614;19.684241;19.684167;1.07106e-05;1.52107e-05;1.17145e-05;2.67313e-06;6.49307e-07;7.63151e-06;2.27104e-05;7.69415e-06;3.54401e-06;36.2;37.9;41.1;23.0;23.0;25.77;43.8;992.7;
06142026-18:09:40;19.692464;19.6924407;19.6924048;19.6924491;19.6924275;19.6924759;19.692391;19.691867;19.692484;19.6924;1.06809e-05;3.91849e-06;1.22156e-05;2.12791e-06;4.60435e-07;8.77268e-06;1.66325e-05;3.63318e-06;4.28952e-06;36.3;37.8;41.1;23.0;23.0;25.89;43.8;994.6;
06142026-16:34:53;19.795823;19.7957854;19.7957655;19.7958152;19.7957845;19.7958309;19.795745;19.795228;19.795834;19.795761;1.14615e-05;1.05887e-05;9.12786e-06;3.00227e-06;4.9558e-07;1.03808e-05;1.54971e-05;4.71593e-06;4.9558e-06;36.2;37.9;41.0;23.0;23.0;25.83;43.9;995.06;
06142026-15:06:39;19.89458;19.8945519;19.8945259;19.8945777;19.8945423;19.8945905;19.894504;19.893979;19.894589;19.894515;4.82359e-06;1.18457e-05;6.92179e-06;1.61121e-06;3.00666e-07;8.01499e-06;4.08784e-05;9.85089e-06;8.24621e-06;36.2;37.7;41.0;23.0;23.0;25.5;43.7;995.59;
