date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;Unnamed: 28
06142026-19:01:58;-15.979426;-15.9794742;-15.9794524;-15.9794608;-15.9793975;-15.9794319;-15.979478;-15.979207;-15.979535;-15.979468;6.63569e-06;8.24864e-06;1.10566e-05;1.23612e-06;2.4e-07;1.50386e-05;1.44083e-05;6.99714e-06;4.26146e-06;36.3;38.0;41.2;23.0;23.0;25.96;43.5;993.06;
06142026-16:05:28;-15.698916;-15.6989427;-15.6989502;-15.69895;-15.6988862;-15.6989191;-15.698976;-15.698712;-15.699035;-15.698959;1.38343e-05;9.92691e-06;6.80689e-06;1.65699e-06;7.79744e-07;1.23515e-05;1.59198e-05;9.93982e-06;4.35431e-06;36.2;37.8;41.0;23.0;23.0;25.08;43.9;994.56;
06142026-17:10:50;-15.480571;-15.4806045;-15.4806112;-15.4806123;-15.4805424;-15.4805753;-15.480618;-15.480387;-15.480684;-15.480615;1.23585e-05;7.72923e-06;4.99653e-06;1.71231e-06;2.57682e-07;5.21536e-06;1.79377e-05;2.93939e-06;4.16653e-06;36.2;37.8;41.0;23.0;23.0;25.68;44.0;995.58;
06142026-13:48:14;-14.836918;-14.8369504;-14.836941;-14.8369525;-14.8368888;-14.8369208;-14.836973;-14.836712;-14.837029;-14.836953;9.95968e-06;1.18991e-05;9.61913e-06;1.26396e-06;3.48712e-07;4.63033e-06;3.40035e-05;6.67533e-06;2.15407e-06;36.3;37.9;41.1;23.0;23.0;26.08;42.8;995.96;
06142026-16:51:13;-14.640301;-14.6403327;-14.6403226;-14.6403292;-14.6402734;-14.6403048;-14.640345;-14.640126;-14.640399;-14.640337;1.31962e-05;9.61902e-06;1.14554e-05;3.96989e-07;1.67332e-07;4.63033e-06;1.97949e-05;6.37495e-06;2.87054e-06;36.2;37.8;41.1;23.0;23.0;25.17;44.0;995.02;
06142026-14:40:30;-13.952734;-13.9527711;-13.95278;-13.9527697;-13.9527058;-13.9527374;-13.952799;-13.952585;-13.952813;-13.952772;1.30804e-05;2.07271e-05;7.38428e-06;1.79377e-06;3.00666e-07;6.04649e-06;1.17576e-05;6.2482e-06;2.57682e-06;36.3;37.8;41.1;23.0;23.0;25.87;43.2;996.02;
06142026-17:40:15;-13.123027;-13.1230595;-13.1230447;-13.1230719;-13.123003;-13.1230326;-13.12307;-13.122863;-13.123114;-13.123066;5.13817e-06;1.23888e-05;8.56939e-06;1.14787e-06;5.97997e-07;7.52064e-06;9.30376e-06;2.498e-06;2.6533e-06;36.1;37.8;40.9;23.0;23.0;25.46;44.0;994.77;
06142026-14:47:02;-13.108708;-13.1087494;-13.1087446;-13.1087563;-13.1086818;-13.1087109;-13.10875;-13.108546;-13.108789;-13.108745;9.59639e-06;9.03672e-06;1.78566e-05;9.06422e-07;3.87814e-07;1.15135e-05;7.90949e-06;1.0198e-06;2.31517e-06;36.3;37.8;41.1;23.0;23.0;25.9;43.2;995.85;
06142026-14:37:14;-12.957207;-12.9572541;-12.9572541;-12.9572294;-12.9571807;-12.9572103;-12.957265;-12.957038;-12.957307;-12.957243;9.90925e-06;1.6384e-05;1.40017e-05;1.10381e-06;4.01995e-07;8.51822e-06;2.67477e-05;1.04422e-05;2.57682e-06;36.2;37.9;41.1;23.0;23.0;25.87;43.3;995.99;
06142026-18:06:24;-12.166491;-12.1665238;-12.1665321;-12.1665264;-12.1664682;-12.1664969;-12.166533;-12.166366;-12.166585;-12.166527;1.70396e-05;7.93811e-06;1.07469e-05;7.55248e-07;3.00666e-07;4.04969e-06;2.14047e-05;4.22374e-06;2.4e-06;36.3;37.9;41.1;23.0;23.0;25.84;43.8;994.52;
06142026-16:15:16;-11.843056;-11.8430781;-11.8430931;-11.8430974;-11.8430327;-11.8430588;-11.843097;-11.842908;-11.843159;-11.84309;8.22982e-06;1.22794e-05;6.23065e-06;3.91918e-07;1.72047e-07;6.18385e-06;5.87878e-06;2.71293e-06;2.57682e-06;36.1;37.7;40.9;23.0;23.0;25.44;44.1;994.82;
06142026-15:52:24;-11.667897;-11.6679371;-11.6679369;-11.667941;-11.6678746;-11.6678998;-11.667951;-11.66778;-11.66801;-11.667932;1.0134e-05;1.07404e-05;6.42774e-06;8.8e-07;4.996e-07;6.69328e-06;2.7427e-05;4.66476e-06;2.31517e-06;36.2;37.6;40.9;23.0;23.0;25.67;43.9;994.51;
06142026-16:21:48;-10.64087;-10.640902;-10.6408944;-10.6409022;-10.6408488;-10.6408724;-10.640917;-10.640752;-10.640975;-10.640903;7.49604e-06;6.16839e-06;2.31887e-05;1.40342e-06;4.07922e-07;5.08331e-06;2.29486e-05;2.03961e-06;1.16619e-06;36.2;37.7;41.0;23.0;23.0;25.58;44.0;995.08;
06142026-19:21:35;-10.633563;-10.6336071;-10.6335947;-10.633593;-10.6335424;-10.6335672;-10.633609;-10.633465;-10.633669;-10.633593;1.02447e-05;1.021e-05;9.20334e-06;1.35263e-06;4.3359e-07;6.46838e-06;1.61938e-05;3.82623e-06;1.93907e-06;36.3;37.9;41.2;23.0;23.0;25.63;43.8;992.6;
06142026-14:56:51;-10.604673;-10.6047044;-10.6047094;-10.6047094;-10.6046537;-10.6046761;-10.604722;-10.604586;-10.604778;-10.604709;1.41605e-05;6.7678e-06;1.11675e-05;5.4037e-07;5.1225e-07;5.15364e-06;9.6e-06;4.19524e-06;1.16619e-06;36.2;37.7;41.1;23.0;23.0;25.2;43.4;995.59;
06142026-14:43:46;-10.428957;-10.4289893;-10.4290025;-10.4289826;-10.4289381;-10.4289592;-10.429006;-10.428859;-10.42905;-10.428994;1.24574e-05;5.61057e-06;9.64214e-06;8.45222e-07;5.49909e-07;3.44093e-06;2.60569e-05;6.43739e-06;1.89737e-06;36.3;37.8;41.1;23.0;23.0;25.95;43.2;996.04;
06142026-15:16:27;-9.585101;-9.58514361;-9.58513467;-9.58512676;-9.5850829;-9.5851044;-9.585143;-9.585027;-9.585172;-9.585135;1.20824e-05;1.46266e-05;1.22485e-05;1.13384e-06;4.17612e-07;5.94643e-06;1.80178e-05;2.44949e-06;1.6e-06;36.2;37.7;41.0;23.0;23.0;25.68;43.6;995.24;
06142026-16:54:30;-9.420585;-9.42061822;-9.42062284;-9.42061276;-9.420567;-9.4205884;-9.420618;-9.420523;-9.420647;-9.420618;9.4485e-06;1.60435e-05;7.04298e-06;4.53431e-07;1.49666e-07;8.13388e-06;2.10428e-05;7.2e-06;2.22711e-06;36.2;37.6;41.0;23.0;23.0;25.36;44.0;995.09;
06142026-18:52:10;-8.592756;-8.59280005;-8.59279464;-8.59278575;-8.5927409;-8.5927594;-8.592806;-8.592697;-8.592821;-8.592786;9.68755e-06;3.85321e-06;7.33769e-06;1.46233e-06;4.26146e-07;5.1225e-06;1.39943e-05;6.11882e-06;2.6533e-06;36.3;37.8;41.2;23.0;23.0;25.98;43.7;993.43;
06142026-17:50:03;-7.692828;-7.6928639;-7.6928583;-7.69284576;-7.692813;-7.6928307;-7.692864;-7.692795;-7.692917;-7.692856;1.28558e-05;1.43162e-05;6.79843e-06;6.5909e-07;2.48193e-07;1.08701e-05;5.04079e-05;5.54977e-06;1.85472e-06;36.1;37.7;40.9;23.0;23.0;25.65;44.0;994.69;
06142026-17:14:06;-7.633407;-7.63345599;-7.63344816;-7.63343536;-7.6333923;-7.6334108;-7.633436;-7.633364;-7.63349;-7.633434;1.43713e-05;8.12838e-06;4.08482e-06;5.97997e-07;3.03315e-07;9.1214e-06;1.98937e-05;3.28634e-06;2.44949e-06;36.2;37.7;41.0;23.0;23.0;25.75;44.0;995.41;
06142026-17:46:47;-7.532266;-7.53230957;-7.5322842;-7.53228863;-7.5322513;-7.5322693;-7.532301;-7.532216;-7.532355;-7.532294;8.34375e-06;1.01736e-05;1.21404e-05;6.76461e-07;3.03315e-07;1.32816e-05;1.72557e-05;1.46969e-06;3.18748e-06;36.1;37.7;40.9;23.0;23.0;25.62;44.0;994.71;
06142026-13:58:01;-7.078221;-7.07825608;-7.07827035;-7.07826143;-7.0782087;-7.0782243;-7.078258;-7.07817;-7.078319;-7.078246;6.35369e-06;4.5487e-06;1.37257e-05;1.13596e-06;3.07246e-07;6.65132e-06;2.05582e-05;7.91454e-06;1.32665e-06;36.3;37.9;41.1;23.0;23.0;26.06;42.8;996.03;
06142026-17:01:02;-6.989126;-6.9891654;-6.98916323;-6.98916779;-6.9891127;-6.9891301;-6.989172;-6.989089;-6.989231;-6.989153;8.04336e-06;1.5162e-05;2.5812e-05;4.28952e-07;2.93939e-07;5.96657e-06;3.26092e-05;4.11825e-06;9.79796e-07;36.1;37.8;41.0;23.0;23.0;25.52;44.0;995.31;
06142026-19:15:03;-6.867496;-6.86753442;-6.8675385;-6.86753424;-6.8674828;-6.8675005;-6.867538;-6.867487;-6.8676;-6.867522;6.02531e-06;1.18847e-05;1.83859e-05;7.23878e-07;3.38231e-07;1.33955e-05;2.43014e-05;3.87814e-06;3.03315e-06;36.3;38.0;41.2;23.0;23.0;25.38;43.9;992.66;
06142026-14:27:26;-6.852037;-6.85207822;-6.85208695;-6.85207595;-6.8520236;-6.8520403;-6.852078;-6.852033;-6.852142;-6.852066;2.15913e-06;9.48128e-06;1.38988e-05;9.06422e-07;2.82843e-07;1.62407e-05;2.23464e-05;4.96387e-06;1.67332e-06;36.2;37.7;41.1;23.0;23.0;25.67;43.3;995.98;
06142026-15:32:47;-6.827019;-6.82705095;-6.82705343;-6.82704314;-6.8270058;-6.8270218;-6.827064;-6.826994;-6.827129;-6.827049;5.29659e-06;7.74824e-06;1.52093e-05;9.3723e-07;3.00666e-07;9.72831e-06;1.22376e-05;2.63818e-06;1.78885e-06;36.2;37.8;41.0;23.0;23.0;25.16;43.8;994.61;
06142026-16:18:32;-6.78482;-6.78485744;-6.78486744;-6.7848484;-6.7848064;-6.7848224;-6.784864;-6.784813;-6.784927;-6.784846;8.8088e-06;5.78989e-06;1.11977e-05;8.54634e-07;4.4e-07;7.86384e-06;1.82822e-05;5.74804e-06;9.79796e-07;36.1;37.7;40.9;23.0;23.0;25.53;44.0;994.94;
06142026-15:19:43;-6.732768;-6.73281212;-6.73281336;-6.73280934;-6.7327547;-6.7327707;-6.732827;-6.732742;-6.73289;-6.732799;1.02109e-05;1.12096e-05;7.20015e-06;5.3066e-07;5.25357e-07;1.24836e-05;1.22376e-05;7.82304e-06;3.18748e-06;36.2;37.7;41.0;23.0;23.0;25.72;43.6;995.29;
06142026-15:09:55;-6.011922;-6.01196296;-6.01196682;-6.01194774;-6.0119111;-6.0119265;-6.011965;-6.011906;-6.012083;-6.011947;1.38e-05;2.81571e-05;9.99138e-06;1.72047e-07;5.6921e-07;4.74974e-06;1.80178e-05;4.63033e-06;1.62481e-06;36.2;37.8;41.0;23.0;23.0;25.57;43.7;995.34;
06142026-18:45:37;-4.029634;-4.0296703;-4.02967044;-4.0296554;-4.0296259;-4.0296385;-4.029684;-4.029664;-4.029893;-4.029652;9.90026e-06;4.68267e-06;1.12023e-05;7.70454e-07;6.18385e-07;8.26075e-06;1.80178e-05;2.4e-06;1.72047e-06;36.3;37.9;41.1;23.0;23.0;25.9;43.8;993.58;
06142026-16:12:00;-2.67253;-2.67256655;-2.67257137;-2.67256052;-2.6725237;-2.672534;-2.672565;-2.6726;-2.672619;-2.672544;1.63778e-05;1.01909e-05;8.7305e-06;8.11419e-07;3.55528e-07;1.19933e-05;1.62776e-05;5.38888e-06;1.46969e-06;36.2;37.8;41.0;23.0;23.0;25.36;44.1;994.75;
06142026-15:03:22;-2.444635;-2.44466569;-2.44466707;-2.44466071;-2.4446301;-2.4446382;-2.44468;-2.44469;-2.444714;-2.444649;2.81246e-06;7.67433e-06;4.55311e-06;3.44093e-07;3.76298e-07;9.57079e-06;3.25797e-05;2.72764e-06;2.99333e-06;36.2;37.8;41.0;23.0;23.0;25.44;43.6;995.71;
06142026-16:41:25;-2.208731;-2.20877;-2.20876442;-2.20874499;-2.2087277;-2.2087357;-2.208765;-2.208797;-2.208794;-2.208745;7.44326e-06;1.01849e-05;1.37316e-05;1.25284e-06;4.07922e-07;9.28224e-06;1.43052e-05;1.6e-06;1.6e-06;36.2;37.8;41.1;23.0;23.0;25.83;43.8;995.04;
06142026-15:00:07;-1.966106;-1.96613433;-1.9661528;-1.96613715;-1.9661028;-1.966109;-1.966158;-1.966178;-1.966162;-1.966121;1.22132e-05;5.88708e-06;1.23057e-05;5.27636e-07;4e-07;1.01074e-05;1.80997e-05;6.9685e-06;2.87054e-06;36.2;37.8;41.0;23.0;23.0;25.31;43.6;995.68;
06142026-14:17:38;-1.426477;-1.42650797;-1.42653244;-1.42649604;-1.4264747;-1.426481;-1.426527;-1.42656;-1.426499;-1.42649;8.18131e-06;1.04167e-05;1.76804e-05;6.36867e-07;6.58483e-07;1.26491e-06;1.48e-05;2.31517e-06;1.46969e-06;36.3;37.9;41.1;23.0;23.0;25.46;43.3;995.89;
06142026-18:22:44;-0.957871;-0.957904604;-0.957909889;-0.957888535;-0.9578696;-0.9578747;-0.957908;-0.957975;-0.957885;-0.957883;6.52433e-06;4.04197e-06;5.29035e-06;9.68297e-07;2.57682e-07;1.04231e-05;2.75637e-05;2.99333e-06;1.62481e-06;36.2;37.8;41.1;23.0;23.0;25.39;44.0;994.3;
06142026-14:04:33;-0.60305;-0.603086078;-0.603088825;-0.603083957;-0.6030506;-0.6030549;-0.603082;-0.603182;-0.603063;-0.603058;9.33113e-06;8.53921e-06;1.43556e-05;1.04192e-06;3.48712e-07;7.84857e-06;1.80997e-05;4.44522e-06;1.32665e-06;36.4;38.0;41.2;23.0;23.0;25.7;42.7;996.04;
06142026-17:43:31;0.887286;0.887264097;0.887255857;0.887265585;0.8872848;0.8872843;0.887247;0.887161;0.887273;0.88728;1.00356e-05;1.07202e-05;1.71893e-05;9.90757e-07;2.92575e-07;1.13596e-05;2.37234e-05;1.16619e-06;1.49666e-06;36.1;37.6;40.9;23.0;23.0;25.52;44.0;994.76;
06142026-15:58:56;1.355309;1.35526674;1.35526832;1.35529256;1.3553075;1.3553071;1.355271;1.355157;1.35528;1.355305;1.4029e-05;1.34285e-05;1.09952e-05;3.96989e-07;5.6e-07;1.17881e-05;1.35115e-05;5.74804e-06;2.41661e-06;36.2;37.7;41.0;23.0;23.0;25.64;43.7;994.57;
06142026-19:24:51;2.400964;2.40092765;2.40092903;2.40094078;2.40096;2.4009633;2.400931;2.400796;2.40087;2.400954;1.10573e-05;1.11963e-05;9.22995e-06;6.24179e-07;4.07922e-07;6.62118e-06;2.87096e-05;2.03961e-06;1.93907e-06;36.3;37.8;41.1;23.0;23.0;25.71;43.8;992.73;
06142026-18:19:29;2.454434;2.45438388;2.45438616;2.45440652;2.4544305;2.4544327;2.454405;2.454274;2.454322;2.454421;1.60217e-05;1.33906e-05;8.63492e-06;8.07465e-07;3.76298e-07;1.06658e-05;2.19144e-05;5.97997e-06;1.62481e-06;36.3;37.8;41.1;23.0;23.0;25.21;43.8;994.35;
06142026-14:20:53;2.604696;2.60466519;2.60464744;2.60467772;2.604691;2.6046943;2.604667;2.60451;2.604572;2.604681;1.06003e-05;8.42001e-06;1.16219e-05;3.86782e-07;3.00666e-07;1.45959e-05;3.03486e-05;1.41421e-06;1.83303e-06;36.2;37.9;41.1;23.0;23.0;25.56;43.3;995.99;
06142026-14:30:42;2.734146;2.73410781;2.73410302;2.73413455;2.734141;2.7341458;2.734099;2.733949;2.73401;2.734132;7.40812e-06;1.37845e-05;9.52138e-06;3.31059e-07;3.2e-07;3.89872e-06;2.10181e-05;4.14729e-06;3.05941e-06;36.2;37.8;41.1;23.0;23.0;25.72;43.3;995.96;
06142026-16:47:57;3.273927;3.27389513;3.27388544;3.27391686;3.2739216;3.2739253;3.273888;3.273726;3.273715;3.273908;1.36785e-05;1.45431e-05;1.51933e-05;2.96648e-07;4.21426e-07;6.26099e-06;3.41608e-05;8.03492e-06;2.57682e-06;36.2;37.8;41.1;23.0;23.0;25.14;43.7;995.19;
06142026-13:54:45;3.521794;3.52175619;3.52175028;3.52177439;3.5217882;3.5217932;3.52176;3.521588;3.521548;3.521778;8.98904e-06;6.01865e-06;7.88046e-06;5.77581e-07;2.78568e-07;9.18695e-06;1.98192e-05;8.41427e-06;2.63818e-06;36.3;37.9;41.1;23.0;23.0;26.02;42.8;996.04;
06142026-19:08:31;4.697627;4.69758566;4.69757924;4.69760311;4.6976191;4.6976274;4.697593;4.697401;4.697397;4.697612;1.56054e-05;8.88007e-06;1.24183e-05;1.36616e-06;4.70744e-07;3.38231e-06;2.03214e-05;3.13688e-06;2.44949e-06;36.4;38.0;41.3;23.0;23.0;25.22;43.5;992.98;
06142026-14:14:22;4.754339;4.75430189;4.75429991;4.75432515;4.7543299;4.7543376;4.754283;4.754119;4.754115;4.754323;1.44582e-05;1.15355e-05;8.8588e-06;5.49181e-07;4.91528e-07;8.42378e-06;2.26239e-05;3.18748e-06;1.67332e-06;36.3;38.0;41.2;23.0;23.0;25.39;43.2;995.89;
06142026-18:26:00;4.782155;4.78211805;4.78210814;4.78214027;4.7821459;4.782155;4.78211;4.781921;4.781929;4.782138;1.06984e-05;8.82439e-06;4.71493e-06;7.22772e-07;2.8e-07;5.15364e-06;1.96265e-05;4.0694e-06;9.79796e-07;36.2;37.7;41.0;23.0;23.0;25.57;44.0;994.21;
06142026-15:42:35;4.878614;4.87857219;4.87856603;4.87858461;4.8786057;4.8786148;4.87857;4.878386;4.878396;4.8786;1.12291e-05;8.06378e-06;8.52206e-06;1.201e-06;2.99333e-07;7.47262e-06;1.25156e-05;1.62481e-06;2.63818e-06;36.1;37.6;40.9;23.0;23.0;25.46;43.9;994.49;
06142026-17:04:18;4.879188;4.87915557;4.87913812;4.87917337;4.8791783;4.8791881;4.879147;4.878961;4.87896;4.879172;1.29765e-05;1.136e-05;1.01771e-05;8.86792e-07;4.30813e-07;6.78233e-06;2.24767e-05;6.17738e-06;2.57682e-06;36.1;37.7;41.0;23.0;23.0;25.58;44.0;995.3;
06142026-14:50:18;4.96165;4.96161363;4.96160781;4.96162458;4.9616407;4.9616512;4.961616;4.961403;4.961435;4.961634;4.74302e-06;8.93042e-06;1.53662e-05;8.97552e-07;3.48712e-07;9.992e-06;9.41063e-06;3.44093e-06;1.41421e-06;36.3;37.8;41.1;23.0;23.0;25.65;43.1;995.79;
06142026-15:45:51;5.117342;5.11730878;5.11730171;5.11731571;5.1173322;5.1173421;5.117296;5.117092;5.117142;5.117325;6.17847e-06;1.4227e-05;8.19674e-06;5.9127e-07;1.62481e-07;3.84708e-06;2.37823e-05;3.44093e-06;1.46969e-06;36.1;37.7;40.9;23.0;23.0;25.52;43.9;994.53;
06142026-15:29:31;5.948224;5.94820219;5.94817969;5.94821077;5.9482126;5.9482257;5.948177;5.94795;5.948114;5.948211;9.21876e-06;4.88471e-06;1.78446e-05;9.64158e-07;3.72022e-07;9.95992e-06;1.73966e-05;1.35647e-06;3.65513e-06;36.2;37.7;41.0;23.0;23.0;25.09;43.6;994.86;
06142026-15:36:03;6.307175;6.30714625;6.30713721;6.307154;6.3071624;6.3071756;6.307132;6.306916;6.307085;6.307152;1.93127e-05;1.49641e-05;1.25806e-05;3.05941e-07;3.76298e-07;9.54149e-06;2.35066e-05;7.29383e-06;3.31059e-06;36.2;37.7;41.0;23.0;23.0;25.3;43.9;994.54;
06142026-14:33:58;7.717341;7.71730919;7.71730173;7.71731483;7.7173263;7.7173424;7.717282;7.71703;7.717294;7.717321;1.04722e-05;8.46247e-06;1.25212e-05;7.48331e-07;2.05913e-07;7.44043e-06;2.3883e-05;5.5857e-06;2.52982e-06;36.2;37.8;41.1;23.0;23.0;25.81;43.3;996.01;
06142026-17:56:36;8.202536;8.20250679;8.20248895;8.20252421;8.2025207;8.202538;8.202485;8.202204;8.202505;8.202519;9.26995e-06;1.18593e-05;7.45754e-06;5.95315e-07;2.93939e-07;5.94643e-06;1.6253e-05;5.97997e-06;4.49889e-06;36.2;37.8;41.0;23.0;23.0;25.76;43.9;994.65;
06142026-15:55:40;8.980674;8.98065399;8.98060612;8.98066127;8.9806569;8.9806767;8.980621;8.980309;8.980637;8.98066;7.07244e-06;8.95106e-06;6.2702e-06;9.93177e-07;3.86782e-07;6.04649e-06;2.13598e-05;1.6e-06;4.66476e-06;36.2;37.7;40.9;23.0;23.0;25.75;43.8;994.54;
06142026-13:51:30;9.397903;9.39786213;9.39786429;9.39787639;9.397884;9.397906;9.397847;9.397542;9.397859;9.397885;1.2831e-05;7.94179e-06;1.75697e-05;6.46838e-07;4.62169e-07;1.04038e-05;1.22474e-05;5.1614e-06;3.07246e-06;36.3;37.9;41.1;23.0;23.0;26.03;42.8;995.94;
06142026-17:30:27;9.71936;9.71932194;9.71930755;9.71934373;9.7193406;9.7193638;9.719322;9.719008;9.71931;9.719332;1.312e-05;8.54249e-06;8.09184e-06;9.86712e-07;2.31517e-07;4.27083e-06;1.43722e-05;7.02567e-06;3.05941e-06;36.2;37.7;41.0;23.0;23.0;25.16;43.8;994.97;
06142026-16:38:09;9.796896;9.79686005;9.79685012;9.79688363;9.796877;9.7968973;9.796844;9.796559;9.79685;9.796876;9.67341e-06;8.57189e-06;7.30791e-06;7.91454e-07;5.83095e-07;5.70614e-06;2.51762e-05;7.13863e-06;2.6533e-06;36.3;37.9;41.1;23.0;23.0;25.82;43.8;994.93;
06142026-16:28:21;10.124689;10.1246593;10.1246476;10.1246725;10.1246708;10.1246914;10.124638;10.124332;10.124627;10.124666;8.53747e-06;1.01051e-05;1.03114e-05;9.65401e-07;1.93907e-07;1.04e-05;2.58411e-05;7.83837e-06;1.41421e-06;36.2;37.8;41.0;23.0;23.0;25.71;43.9;995.04;
06142026-16:02:12;10.244429;10.2443951;10.2443855;10.2444177;10.2444071;10.2444311;10.244373;10.244064;10.24435;10.2444;6.78358e-06;9.01505e-06;1.97068e-05;1.35735e-06;3.05941e-07;8.65794e-06;2.95797e-05;4.14729e-06;3.18748e-06;36.2;37.7;41.0;23.0;23.0;25.18;43.7;994.59;
06142026-17:07:34;10.379063;10.3790279;10.3790092;10.3790461;10.3790411;10.3790659;10.379002;10.378712;10.378977;10.379034;6.2364e-06;1.05342e-05;1.49111e-05;1.43805e-06;4.02989e-07;1.10562e-05;1.26712e-05;1.14193e-05;1.46969e-06;36.2;37.8;41.0;23.0;23.0;25.65;44.0;995.62;
06142026-17:23:55;10.563073;10.5630396;10.5630224;10.5630647;10.5630539;10.5630764;10.563017;10.562707;10.562986;10.563047;9.40081e-06;7.90941e-06;1.09254e-05;1.37201e-06;4.22374e-07;1.38506e-05;1.97949e-05;3.76298e-06;2.22711e-06;36.2;37.8;41.0;23.0;23.0;25.83;43.8;995.21;
06142026-16:44:41;10.596243;10.5962027;10.5961971;10.5962384;10.5962214;10.5962447;10.596201;10.595889;10.596157;10.596211;1.12106e-05;1.36169e-05;5.42893e-06;1.10887e-06;3.76298e-07;1.16172e-05;1.25156e-05;3.81576e-06;1.35647e-06;36.2;37.8;41.1;23.0;23.0;25.46;43.7;995.22;
06142026-19:18:19;11.877418;11.8773847;11.877372;11.8773845;11.8773945;11.8774227;11.87736;11.877005;11.87736;11.877387;5.42397e-06;8.66808e-06;1.65954e-05;1.37026e-06;2.15407e-07;5.95315e-06;8.97998e-06;6.46838e-06;2.28035e-06;36.3;37.8;41.2;23.0;23.0;25.55;43.9;992.6;
06142026-14:11:06;12.128239;12.1282092;12.1281786;12.1282262;12.1282168;12.1282422;12.128174;12.127839;12.128188;12.128208;1.50168e-05;1.19461e-05;1.66751e-05;5.1225e-07;1.85472e-07;1.29244e-05;1.35144e-05;4.89898e-07;1.16619e-06;36.4;38.0;41.2;23.0;23.0;25.27;43.1;996.12;
