date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;Unnamed: 28
06132026-21:09:49;-0.145401;-0.145401259;-0.14540048;-0.145400417;-0.145400986;-0.14540199;-0.14540093;-0.14540238;-0.14540156;-0.14540013;3.67852e-08;7.15369e-08;3.70242e-08;1.00641e-07;4.15663e-08;8.12404e-08;2.03214e-07;6.41872e-08;3.82623e-08;34.9;36.3;39.4;23.0;23.0;24.43;44.8;999.9;
06142026-05:59:53;-0.145233;-0.145233206;-0.145232574;-0.14523244;-0.145233046;-0.145233981;-0.14523296;-0.14523417;-0.14523312;-0.14523205;5.02394e-08;6.58977e-08;7.6699e-08;1.23644e-07;4.56219e-08;6.49307e-08;2.13598e-07;6.17738e-08;3.92938e-08;35.5;36.9;40.1;23.0;23.0;24.81;43.5;997.63;
06142026-04:14:14;-0.141044;-0.141044318;-0.141043502;-0.141043496;-0.141044024;-0.141044878;-0.14104399;-0.14104553;-0.14104431;-0.1410431;2.46015e-08;3.30784e-08;9.73728e-08;8.41261e-08;3.3379e-08;7.55248e-08;1.22376e-07;4.49889e-08;2.33238e-08;35.3;36.7;39.9;23.0;23.0;24.56;44.1;997.6;
06142026-12:34:34;-0.139614;-0.139614119;-0.139613507;-0.139613612;-0.139614002;-0.139614958;-0.13961415;-0.13961532;-0.13961435;-0.139613;7.17018e-08;5.7738e-08;7.98921e-08;7.4949e-08;1.17915e-08;7.90949e-08;9.6e-08;4.17612e-08;4.26146e-08;36.0;37.6;40.8;23.0;23.0;25.79;43.1;996.78;
06142026-13:00:11;-0.139394;-0.139394232;-0.13939362;-0.139393552;-0.13939398;-0.13939489;-0.13939403;-0.13939556;-0.13939435;-0.13939303;5.69287e-08;6.56212e-08;4.64688e-08;7.22174e-08;8.8227e-09;1.08701e-07;1.44083e-07;3.16228e-08;4.58694e-08;36.2;37.8;40.9;23.0;23.0;25.91;43.0;996.95;
06142026-08:55:57;-0.139085;-0.139085217;-0.139084521;-0.139084467;-0.139084894;-0.139085921;-0.13908508;-0.13908638;-0.13908529;-0.13908412;4.47546e-08;1.32466e-07;1.26987e-07;1.26328e-07;9.64158e-09;8.40476e-08;2.60569e-07;3.2e-08;2.57682e-08;35.8;37.3;40.5;23.0;23.0;25.38;43.4;998.73;
06142026-10:28:48;-0.137008;-0.137008248;-0.137007668;-0.13700755;-0.137007878;-0.137008968;-0.13700799;-0.13700934;-0.13700839;-0.13700725;4.16538e-08;4.57696e-08;6.75017e-08;7.35103e-08;2.002e-08;1.19499e-07;2.59815e-07;6.67533e-08;2.52982e-08;36.0;37.5;40.7;23.0;23.0;25.83;43.0;997.66;
06142026-08:04:44;-0.136493;-0.136493193;-0.136492548;-0.136492515;-0.136493031;-0.136493886;-0.1364931;-0.13649469;-0.1364934;-0.13649225;6.00052e-08;3.16255e-08;7.46675e-08;1.56612e-07;2.32086e-08;8.46168e-08;2.68403e-07;2.09762e-08;2.44949e-08;35.8;37.3;40.5;23.0;23.0;25.54;43.2;998.61;
06142026-04:52:39;-0.135759;-0.135759314;-0.135758546;-0.135758527;-0.135758871;-0.135759897;-0.13575905;-0.13576016;-0.13575937;-0.13575806;6.55771e-08;1.96335e-08;2.52676e-08;6.9093e-08;8.13388e-09;1.05148e-07;1.00519e-07;7.2111e-08;4.02989e-08;35.3;36.6;39.9;23.0;23.0;24.85;44.1;997.5;
06142026-03:55:01;-0.132412;-0.132412266;-0.132411575;-0.132411497;-0.13241194;-0.132412836;-0.13241204;-0.13241329;-0.1324123;-0.1324112;1.80001e-08;8.14957e-08;7.60081e-08;2.04393e-07;1.20067e-08;7.16659e-08;2.60569e-07;3.63318e-08;2.03961e-08;35.3;36.6;39.8;23.0;23.0;24.96;44.1;997.0;
06142026-00:48:26;-0.131837;-0.131837226;-0.131836639;-0.131836411;-0.131837383;-0.131837893;-0.13183693;-0.13183855;-0.13183721;-0.13183608;4.66289e-08;6.57684e-08;3.10539e-08;4.52796e-08;4.20457e-08;1.27373e-07;2.26044e-07;3.31059e-08;4.89898e-09;35.1;36.3;39.5;23.0;23.0;23.91;44.8;998.7;
06142026-05:24:40;-0.131506;-0.131506237;-0.131505546;-0.131505519;-0.13150601;-0.13150682;-0.13150606;-0.13150726;-0.13150645;-0.13150517;7.14684e-08;4.70692e-08;1.17302e-07;8.38546e-08;3.96353e-08;7.91454e-08;3.16771e-07;7.48331e-09;1.0198e-08;35.3;36.7;39.9;23.0;23.0;24.78;44.0;997.7;
06142026-04:07:50;-0.131458;-0.131458268;-0.131457648;-0.131457636;-0.131458166;-0.131458864;-0.13145806;-0.13145986;-0.13145846;-0.1314572;7.80714e-08;3.54788e-08;7.32259e-08;9.83431e-08;2.25211e-08;2.82843e-08;1.66325e-07;6.84105e-08;1.49666e-08;35.3;36.7;39.9;23.0;23.0;24.34;43.9;997.36;
06132026-22:49:59;-0.130527;-0.130527188;-0.130526489;-0.130526488;-0.130527119;-0.130527763;-0.13052697;-0.13052841;-0.13052785;-0.13052632;6.7581e-08;6.49376e-08;5.17553e-08;8.52164e-08;5.48285e-08;9.36803e-08;1.72557e-07;5.4626e-08;3.92938e-08;35.1;36.5;39.6;23.0;23.0;24.8;44.6;999.52;
06142026-12:50:35;-0.130369;-0.13036916;-0.130368649;-0.130368614;-0.130369024;-0.130369883;-0.13036901;-0.13037058;-0.13036947;-0.1303682;6.23853e-08;5.93883e-08;5.23417e-08;1.78342e-07;8.17313e-09;8.97552e-08;1.63144e-07;2.31517e-08;5.67803e-08;36.2;37.7;40.9;23.0;23.0;25.87;43.0;996.97;
06142026-09:56:47;-0.127881;-0.127881293;-0.127880616;-0.127880618;-0.127881171;-0.127881835;-0.12788115;-0.12788261;-0.12788174;-0.12788027;2.67923e-08;6.67932e-08;3.4532e-08;8.89899e-08;1.85537e-08;7.07107e-08;1.25539e-07;5.88558e-08;4.53431e-08;36.0;37.5;40.7;23.0;23.0;24.95;43.2;997.37;
06142026-12:02:33;-0.125205;-0.125205253;-0.125204486;-0.125204652;-0.12520517;-0.125205787;-0.12520508;-0.12520652;-0.12520567;-0.12520412;1.16445e-07;8.29308e-08;9.56579e-08;1.68648e-07;1.54065e-08;2.56125e-08;2.13598e-07;3.03315e-08;1.85472e-08;36.0;37.6;40.8;23.0;23.0;25.3;43.3;997.37;
06142026-04:04:37;-0.12385;-0.123850291;-0.12384969;-0.123849532;-0.123850191;-0.123850876;-0.12385006;-0.12385166;-0.12385052;-0.12384936;2.98377e-08;7.25298e-08;8.45447e-08;6.30891e-08;1.31848e-08;1.08185e-07;2.26044e-07;3.31059e-08;2.8e-08;35.4;36.7;39.9;23.0;23.0;24.54;43.8;997.09;
06142026-05:50:16;-0.120373;-0.120373273;-0.120372604;-0.120372543;-0.120373069;-0.120373713;-0.12037306;-0.12037434;-0.12037346;-0.12037232;3.35011e-08;4.62444e-08;6.94977e-08;9.71053e-08;1.56282e-08;1.22049e-07;1.07331e-07;3.18748e-08;2.57682e-08;35.5;36.8;40.0;23.0;23.0;25.17;43.7;997.73;
06132026-20:41:01;-0.118233;-0.118233274;-0.118232496;-0.118232613;-0.118233298;-0.118233654;-0.11823306;-0.11823427;-0.11823374;-0.11823255;4.81794e-08;7.04968e-08;5.45652e-08;9.51849e-08;5.0492e-08;7.05975e-08;2.84014e-07;7.70973e-08;4.62169e-08;34.8;36.2;39.4;23.0;23.0;24.59;44.9;999.55;
06142026-06:47:54;-0.118178;-0.118178267;-0.118177536;-0.118177574;-0.118178148;-0.118178685;-0.11817815;-0.11817942;-0.11817847;-0.11817736;4.46534e-08;5.60412e-08;6.75613e-08;8.2609e-08;3.29156e-08;1.02489e-07;1.82822e-07;3.48712e-08;1.85472e-08;35.7;37.1;40.3;23.0;23.0;25.32;43.5;997.96;
06142026-12:37:46;-0.117873;-0.11787318;-0.117872621;-0.117872548;-0.117873082;-0.117873751;-0.11787319;-0.1178744;-0.1178735;-0.11787224;4.69764e-08;5.03556e-08;7.29088e-08;8.68438e-08;1.02255e-08;1.68238e-07;1.6253e-07;4.40908e-08;2.57682e-08;36.0;37.6;40.8;23.0;23.0;25.76;43.1;996.82;
06142026-05:27:52;-0.117488;-0.117488368;-0.117487482;-0.117487641;-0.117488144;-0.117488751;-0.11748806;-0.11748936;-0.11748848;-0.11748736;3.76427e-08;5.93578e-08;6.40111e-08;8.66658e-08;4.996e-09;3.70945e-08;2.23464e-07;3.81576e-08;2.92575e-08;35.3;36.7;39.9;23.0;23.0;24.91;44.0;997.73;
06142026-03:07:01;-0.115263;-0.11526332;-0.115262564;-0.115262684;-0.115263368;-0.115263725;-0.11526317;-0.11526439;-0.11526349;-0.11526233;2.88077e-08;3.62112e-08;8.42174e-08;8.01084e-08;2.0488e-08;7.67854e-08;2.14047e-07;5.9127e-08;4.70744e-08;35.2;36.5;39.7;23.0;23.0;24.51;44.4;997.16;
06142026-05:02:15;-0.112114;-0.112114323;-0.112113589;-0.112113668;-0.112114213;-0.112114656;-0.11211411;-0.11211519;-0.1121144;-0.11211346;9.17748e-08;5.4488e-08;8.7623e-08;4.62446e-08;3.81334e-08;5.45527e-08;1.43052e-07;5.89915e-08;3.24962e-08;35.3;36.7;39.9;23.0;23.0;25.01;43.9;997.91;
06132026-20:28:13;-0.111322;-0.111322187;-0.111321569;-0.111321568;-0.111322323;-0.11132268;-0.11132201;-0.11132313;-0.11132264;-0.11132169;8.67731e-08;4.69814e-08;6.65397e-08;4.76714e-08;7.88923e-09;4.01995e-08;1.65167e-07;2.15407e-08;2.71293e-08;34.8;36.2;39.5;23.0;23.0;24.39;45.2;999.34;
06142026-00:13:13;-0.110769;-0.110769284;-0.110768551;-0.11076856;-0.110769349;-0.110769654;-0.11076912;-0.11077061;-0.11076932;-0.11076835;2.09652e-08;8.08257e-08;4.51628e-08;8.66796e-08;2.93298e-08;7.85875e-08;1.66325e-07;3.1241e-08;2.92575e-08;35.1;36.5;39.6;23.0;23.0;24.54;44.6;998.6;
06132026-22:30:47;-0.110011;-0.110011291;-0.110010572;-0.110010616;-0.110011415;-0.110011693;-0.11001098;-0.11001238;-0.11001173;-0.11001043;3.94889e-08;2.85735e-08;2.43662e-08;1.15662e-07;1.67045e-08;4.88262e-08;9.6e-08;5.34416e-08;2.93939e-08;35.0;36.3;39.5;23.0;23.0;24.41;44.8;999.73;
06142026-01:30:03;-0.109618;-0.109618287;-0.109617652;-0.109617584;-0.109618515;-0.109618675;-0.109618;-0.10961928;-0.10961815;-0.10961746;4.2655e-08;1.35929e-08;4.30163e-08;7.8232e-08;1.8644e-08;8.44748e-08;2.40117e-07;8.85438e-08;3.05941e-08;35.1;36.3;39.5;23.0;23.0;23.9;44.7;998.15;
06142026-04:49:27;-0.106014;-0.106014348;-0.106013649;-0.106013636;-0.106014266;-0.106014638;-0.1060141;-0.1060154;-0.10601416;-0.1060134;3.86199e-08;2.11725e-08;3.40229e-08;5.43963e-08;2.52079e-08;6.68132e-08;2.31914e-07;3.91918e-08;3.42929e-08;35.3;36.7;39.9;23.0;23.0;24.65;44.1;997.36;
06142026-02:02:59;-0.105473;-0.105473277;-0.105472667;-0.105472589;-0.105473541;-0.105473594;-0.10547308;-0.10547474;-0.10547305;-0.10547248;3.4573e-08;5.8162e-08;5.95635e-08;2.3177e-07;1.23288e-08;1.00995e-07;2.19144e-07;5.78273e-08;1.46969e-08;35.1;36.4;39.5;23.0;23.0;24.27;44.8;997.31;
06142026-07:26:19;-0.1038;-0.103800315;-0.103799543;-0.103799618;-0.103800406;-0.103800574;-0.1038002;-0.10380166;-0.10380025;-0.10379959;5.64503e-08;1.25132e-07;6.56265e-08;1.26645e-07;3.12384e-08;9.5163e-08;1.51789e-07;4.09878e-08;1.49666e-08;35.7;37.1;40.3;23.0;23.0;25.22;43.5;997.97;
06132026-20:50:37;-0.102539;-0.102539317;-0.102538721;-0.102538608;-0.102539579;-0.102539596;-0.10253898;-0.10254051;-0.10253959;-0.10253855;4.37709e-08;6.53708e-08;2.6116e-08;6.38103e-08;1.80155e-08;9.94786e-08;1.35115e-07;2.92575e-08;4.31741e-08;34.9;36.3;39.4;23.0;23.0;23.79;44.9;999.79;
06142026-04:55:51;-0.101689;-0.101689319;-0.101688619;-0.101688688;-0.101689275;-0.101689598;-0.1016892;-0.10169042;-0.10168932;-0.10168854;8.10841e-08;3.23732e-08;5.05737e-08;5.36261e-08;1.87787e-08;4.14729e-08;1.2126e-07;2.52982e-08;3.54401e-08;35.3;36.7;39.9;23.0;23.0;24.91;44.0;997.67;
06142026-09:53:34;-0.099604;-0.0996043278;-0.099603766;-0.0996037296;-0.099604539;-0.099604658;-0.09960425;-0.09960581;-0.09960453;-0.09960358;7.81897e-08;7.60916e-08;8.76337e-08;1.30514e-07;2.97966e-08;3.92938e-08;2.81112e-07;3.72022e-08;4.3359e-08;36.1;37.5;40.7;23.0;23.0;24.81;43.0;997.5;
06142026-00:58:02;-0.09882;-0.0988203212;-0.0988196812;-0.0988196918;-0.098820402;-0.098820573;-0.09882013;-0.09882144;-0.09882046;-0.09881955;2.6821e-08;2.20367e-08;4.17067e-08;1.39483e-07;1.44444e-08;8.97998e-08;1.39943e-07;3.00666e-08;4.35431e-08;35.0;36.3;39.4;23.0;23.0;24.42;44.9;998.39;
06142026-09:18:21;-0.095667;-0.095667326;-0.095666653;-0.0956666765;-0.095667379;-0.095667532;-0.09566709;-0.09566832;-0.09566762;-0.09566664;5.3214e-08;4.37955e-08;4.39827e-08;1.68802e-07;1.19766e-08;5.26878e-08;2.62404e-07;3.42929e-08;3.00666e-08;35.9;37.4;40.5;23.0;23.0;25.62;43.1;997.5;
06142026-02:19:00;-0.095611;-0.0956112616;-0.0956106848;-0.0956106595;-0.095611466;-0.095611499;-0.09561099;-0.09561225;-0.0956116;-0.09561063;4.78753e-08;9.58658e-08;8.54988e-08;3.9945e-08;4.87262e-08;9.64158e-08;1.898e-07;3.61109e-08;3.92938e-08;35.1;36.4;39.6;23.0;23.0;24.8;44.5;997.25;
06142026-05:53:29;-0.092695;-0.0926953514;-0.0926946855;-0.0926946446;-0.092695521;-0.092695481;-0.09269523;-0.09269662;-0.09269574;-0.09269469;6.77147e-08;2.55789e-08;8.55544e-08;9.36132e-08;6.97424e-09;8e-08;2.77157e-07;2.41661e-08;2.93939e-08;35.5;36.9;40.0;23.0;23.0;25.23;43.7;997.74;
06142026-09:02:21;-0.092471;-0.0924712217;-0.0924706509;-0.0924706888;-0.092471466;-0.092471506;-0.09247117;-0.09247234;-0.09247165;-0.09247075;7.71621e-08;1.64834e-07;4.86273e-08;7.09383e-08;1.97828e-08;8.16333e-08;2.10181e-07;5.08331e-08;2.92575e-08;35.8;37.3;40.5;23.0;23.0;25.48;43.3;998.29;
06142026-08:20:44;-0.092245;-0.0922453145;-0.0922446887;-0.0922447472;-0.092245478;-0.092245484;-0.09224529;-0.09224659;-0.09224567;-0.09224477;3.78686e-08;3.24797e-08;6.0369e-08;6.29997e-08;4.74021e-08;6.43117e-08;2.4128e-07;3.70945e-08;3.48712e-08;35.9;37.4;40.6;23.0;23.0;25.59;43.1;998.13;
06132026-23:54:01;-0.092137;-0.0921373308;-0.092136667;-0.0921366848;-0.092137511;-0.092137541;-0.0921372;-0.09213836;-0.09213795;-0.09213664;1.85734e-07;3.36781e-08;6.6132e-08;1.08507e-07;1.12889e-08;1.02098e-07;1.22376e-07;3.86782e-08;2.87054e-08;35.2;36.5;39.7;23.0;23.0;24.72;44.4;998.68;
06142026-09:15:09;-0.092041;-0.092041208;-0.092040614;-0.0920406593;-0.092041456;-0.092041488;-0.09204119;-0.09204247;-0.09204179;-0.09204067;5.90495e-08;4.61626e-08;8.58493e-08;1.30382e-07;1.26491e-08;7.91454e-08;1.80997e-07;5.84466e-08;1.72047e-08;35.9;37.4;40.5;23.0;23.0;25.61;43.1;998.0;
06132026-23:09:11;-0.091881;-0.091881333;-0.0918806263;-0.0918806318;-0.091881542;-0.091881487;-0.09188112;-0.09188257;-0.09188224;-0.0918806;5.47385e-08;4.3277e-08;1.09386e-07;1.07661e-07;2.44867e-08;2.22711e-08;1.46697e-07;2.93939e-08;1.85472e-08;35.1;36.5;39.6;23.0;23.0;24.48;44.7;999.51;
06132026-22:53:11;-0.091485;-0.0914852958;-0.0914846602;-0.0914846659;-0.091485405;-0.09148551;-0.09148516;-0.09148653;-0.09148607;-0.09148479;4.01009e-08;5.59911e-08;4.84531e-08;1.00137e-07;1.63144e-08;7.78717e-08;2.38629e-07;2.22711e-08;1.62481e-08;35.1;36.5;39.6;23.0;23.0;24.81;44.5;999.42;
06142026-11:33:44;-0.090421;-0.0904213246;-0.0904206834;-0.0904207497;-0.090421386;-0.090421501;-0.09042124;-0.09042254;-0.09042183;-0.09042077;4.60318e-08;6.89057e-08;7.49461e-08;1.09412e-07;3.66846e-08;2.8e-08;9.30376e-08;3.38231e-08;8e-09;36.1;37.6;40.8;23.0;23.0;25.76;43.0;997.33;
06142026-03:13:25;-0.089391;-0.0893912985;-0.0893906304;-0.089390703;-0.08939153;-0.089391463;-0.08939124;-0.08939264;-0.0893918;-0.08939072;7.60468e-08;1.18217e-07;3.92842e-08;9.37328e-08;9.00222e-09;1.42548e-07;1.83891e-07;5.49181e-08;4.3359e-08;35.2;36.5;39.7;23.0;23.0;24.68;44.3;997.2;
06132026-23:31:36;-0.087748;-0.0877483536;-0.0877477288;-0.0877477258;-0.087748473;-0.087748472;-0.08774812;-0.08774926;-0.08774908;-0.08774776;6.84392e-08;7.26433e-08;2.69345e-08;1.05664e-07;2.09705e-08;4.67333e-08;2.05582e-07;2.8e-08;2.63818e-08;35.2;36.6;39.7;23.0;23.0;24.87;44.3;999.23;
06132026-22:37:11;-0.083271;-0.0832713143;-0.0832706725;-0.0832706806;-0.083271578;-0.083271445;-0.08327129;-0.08327245;-0.08327233;-0.08327079;5.10149e-08;2.12192e-08;7.39403e-08;1.11865e-07;8.16333e-09;1.43722e-07;3.26472e-07;6.9685e-08;4.9558e-08;35.0;36.4;39.5;23.0;23.0;24.61;44.8;999.52;
06132026-20:31:25;-0.083257;-0.083257352;-0.0832567135;-0.0832567437;-0.08325751;-0.083257449;-0.08325715;-0.08325816;-0.08325828;-0.08325703;8.87801e-08;7.60275e-08;1.70404e-07;1.3031e-07;1.31514e-08;7.13863e-08;1.11821e-07;2.28035e-08;3.00666e-08;34.8;36.2;39.5;23.0;23.0;24.51;45.1;999.44;
06132026-20:34:37;-0.080733;-0.0807332498;-0.0807327359;-0.0807327408;-0.080733504;-0.08073341;-0.0807331;-0.08073426;-0.08073416;-0.08073303;9.39826e-08;5.86356e-08;4.73173e-08;9.12206e-08;1.18085e-08;3.07246e-08;1.69706e-07;6.01332e-08;2.57682e-08;34.8;36.2;39.5;23.0;23.0;24.53;45.0;999.43;
06132026-23:28:24;-0.078914;-0.0789144084;-0.0789136842;-0.078913705;-0.078914577;-0.078914388;-0.07891415;-0.07891559;-0.07891519;-0.07891391;4.81145e-08;3.06088e-08;5.07594e-08;1.76065e-07;1.22376e-08;6.55439e-08;3.74721e-07;4.31741e-08;4.92341e-08;35.2;36.5;39.7;23.0;23.0;24.84;44.4;999.38;
06142026-09:47:10;-0.077637;-0.0776373662;-0.0776368387;-0.0776367257;-0.077637592;-0.077637469;-0.07763719;-0.07763892;-0.07763798;-0.07763692;5.47481e-08;3.68682e-08;4.88132e-08;1.18664e-07;4.28691e-08;3.00666e-08;3.01702e-07;7.70454e-08;3.44093e-08;36.1;37.6;40.7;23.0;23.0;25.54;42.9;997.44;
06142026-08:23:56;-0.077623;-0.0776233882;-0.0776227574;-0.0776227188;-0.077623547;-0.077623414;-0.07762324;-0.07762451;-0.07762391;-0.07762291;5.67598e-08;3.86159e-08;7.89036e-08;5.67324e-08;1.76341e-08;3.96989e-08;1.82822e-07;6.2482e-08;4.35431e-08;35.9;37.4;40.6;23.0;23.0;25.64;43.1;998.07;
06132026-22:21:11;-0.077505;-0.0775053667;-0.0775048186;-0.0775047487;-0.07750572;-0.077505511;-0.07750511;-0.0775065;-0.07750634;-0.07750489;9.05161e-08;7.0771e-08;3.91747e-08;8.81349e-08;2.76043e-08;7.17217e-08;2.27104e-07;3.18748e-08;1.6e-08;35.0;36.5;39.6;23.0;23.0;23.97;44.6;1000.08;
06132026-19:29:40;-0.075158;-0.0751582189;-0.0751577559;-0.0751578908;-0.075158748;-0.0751584;-0.07515819;-0.0751595;-0.07515899;-0.07515811;7.49326e-08;5.98977e-08;3.81799e-08;1.85365e-07;2.30703e-08;9.04655e-08;2.19144e-07;5.49181e-08;3.44093e-08;34.8;36.2;39.5;23.0;23.0;23.86;45.3;998.92;
06142026-04:36:38;-0.074889;-0.074889369;-0.0748888893;-0.0748888141;-0.074889755;-0.074889472;-0.07488919;-0.07489063;-0.07488999;-0.07488891;4.59964e-08;5.84932e-08;3.09098e-08;8.08752e-08;1.3891e-08;5.74804e-08;2.2668e-07;2.93939e-08;1.93907e-08;35.4;36.7;39.9;23.0;23.0;24.62;43.7;997.5;
06132026-20:25:00;-0.073266;-0.0732662915;-0.0732657047;-0.0732658569;-0.073266759;-0.07326634;-0.07326607;-0.07326741;-0.07326714;-0.07326611;2.61133e-08;3.10753e-08;6.17224e-08;6.82038e-08;2.52792e-08;6.11228e-08;2.09724e-07;5.9127e-08;2.31517e-08;34.8;36.3;39.5;23.0;23.0;24.21;45.3;999.41;
06142026-09:05:33;-0.071774;-0.0717742731;-0.0717737193;-0.071773813;-0.071774722;-0.071774345;-0.07177425;-0.07177551;-0.07177475;-0.07177397;5.71374e-08;7.35318e-08;3.90956e-08;9.05627e-08;1.39427e-08;6.73498e-08;1.73966e-07;1.16619e-08;2.48193e-08;35.9;37.3;40.5;23.0;23.0;25.53;43.2;998.43;
06142026-02:09:23;-0.07107;-0.0710703853;-0.0710697366;-0.0710698623;-0.071070618;-0.071070314;-0.07107031;-0.07107139;-0.07107069;-0.07106993;4.34566e-08;6.86835e-08;5.94533e-08;4.65042e-08;4.31768e-08;6.26099e-08;1.83368e-07;4.83322e-08;2.75681e-08;35.1;36.3;39.5;23.0;23.0;24.63;44.8;997.29;
06142026-07:07:06;-0.070923;-0.0709233763;-0.0709227268;-0.0709227938;-0.070923867;-0.070923298;-0.07092317;-0.0709248;-0.07092377;-0.07092283;5.40169e-08;5.82252e-08;8.98816e-09;9.60117e-08;1.62358e-08;8.86792e-08;3.1638e-07;8.05978e-08;4.57821e-08;35.8;37.2;40.4;23.0;23.0;24.6;43.6;997.52;
06132026-22:27:35;-0.070685;-0.0706853631;-0.0706847332;-0.0706848153;-0.070685874;-0.070685311;-0.07068527;-0.0706866;-0.07068627;-0.0706849;3.23864e-08;5.70909e-08;6.46282e-08;1.39262e-07;4.16125e-08;4.30813e-08;1.9966e-07;6.0531e-08;7.56307e-08;35.0;36.4;39.5;23.0;23.0;24.28;44.8;999.83;
06142026-01:26:51;-0.070001;-0.0700013146;-0.0700008111;-0.07000075;-0.070001796;-0.070001383;-0.07000131;-0.07000264;-0.07000178;-0.07000096;2.05141e-08;1.02857e-07;5.38297e-08;1.32455e-07;2.90861e-08;1.30169e-07;8.97998e-08;7.03136e-08;2.8e-08;35.0;36.3;39.4;23.0;23.0;24.18;44.6;998.32;
06142026-00:00:25;-0.069136;-0.0691363207;-0.0691358381;-0.0691357362;-0.06913679;-0.069136378;-0.06913615;-0.06913777;-0.06913682;-0.06913593;7.77708e-08;9.93515e-08;7.64986e-08;6.62559e-08;3.01025e-08;9.06863e-08;1.89779e-07;1.62481e-08;2.68328e-08;35.2;36.5;39.7;23.0;23.0;24.24;44.3;998.77;
06142026-05:08:39;-0.066997;-0.0669973615;-0.0669968854;-0.066996824;-0.066997717;-0.066997364;-0.06699727;-0.06699892;-0.06699785;-0.066997;5.56387e-08;3.77604e-08;1.1213e-07;8.79218e-08;1.42352e-08;6.01332e-08;1.2126e-07;4.22374e-08;3.2619e-08;35.3;36.7;39.9;23.0;23.0;24.66;43.7;997.79;
06142026-13:16:11;-0.066036;-0.0660363112;-0.0660357454;-0.0660358073;-0.066036618;-0.066036247;-0.06603618;-0.06603755;-0.0660368;-0.06603595;6.48575e-08;5.95687e-08;8.83655e-08;1.53859e-07;5.17819e-08;1.29769e-07;1.48674e-07;5.87878e-08;2.09762e-08;36.2;37.8;41.0;23.0;23.0;25.96;42.9;996.58;
06142026-04:39:50;-0.063297;-0.0632974412;-0.0632969203;-0.0632968202;-0.063297741;-0.063297371;-0.0632973;-0.06329878;-0.06329775;-0.06329704;4.55776e-08;7.26593e-08;4.8501e-08;4.63267e-08;1.13137e-08;8.42378e-08;2.81539e-07;6.3561e-08;4.53431e-08;35.4;36.8;40.0;23.0;23.0;24.33;43.8;997.51;
06142026-04:17:26;-0.063002;-0.0630024426;-0.0630018287;-0.0630017559;-0.063002843;-0.063002271;-0.06300223;-0.06300378;-0.06300261;-0.06300203;5.14437e-08;1.40066e-07;1.09355e-07;9.06872e-08;1.35794e-08;1.01469e-07;1.9966e-07;5.17687e-08;1.16619e-08;35.3;36.6;39.9;23.0;23.0;24.69;44.1;997.53;
06142026-06:22:18;-0.060559;-0.0605593925;-0.0605587427;-0.0605588286;-0.060559806;-0.060559199;-0.06055916;-0.06056075;-0.06055949;-0.06055907;6.26602e-08;7.90868e-08;6.11937e-08;1.00749e-07;1.48809e-08;7.19444e-08;1.66925e-07;3.48712e-08;3.31059e-08;35.5;36.9;40.1;23.0;23.0;25.02;43.7;997.52;
06142026-13:19:23;-0.060371;-0.0603714074;-0.0603708304;-0.0603708347;-0.060371759;-0.060371304;-0.06037128;-0.06037238;-0.06037154;-0.06037108;2.9009e-08;9.60603e-08;4.81818e-08;1.11421e-07;9.45727e-09;5.67098e-08;1.72557e-07;6.9282e-08;1.93907e-08;36.2;37.8;41.0;23.0;23.0;25.98;42.8;996.52;
06142026-11:49:45;-0.058468;-0.0584683722;-0.0584679272;-0.0584678872;-0.058468777;-0.058468319;-0.05846822;-0.05846978;-0.05846847;-0.05846815;5.99858e-08;6.87644e-08;4.66118e-08;1.54059e-07;2.09132e-08;9.35094e-08;1.26712e-07;3.03315e-08;2.6533e-08;36.2;37.7;40.9;23.0;23.0;25.33;42.8;997.22;
06142026-09:11:57;-0.054169;-0.0541693396;-0.0541687554;-0.0541687848;-0.054169713;-0.054169147;-0.05416925;-0.05417035;-0.05416903;-0.05416916;4.71061e-08;6.08659e-08;7.69581e-08;1.90887e-07;1.1822e-08;4.07922e-08;5.87878e-08;4.3359e-08;1.93907e-08;35.9;37.4;40.5;23.0;23.0;25.59;43.2;998.1;
06142026-01:10:50;-0.053419;-0.0534194253;-0.0534188257;-0.0534188281;-0.053419944;-0.053419282;-0.05341924;-0.05342067;-0.05341887;-0.05341904;7.52345e-08;8.32042e-08;7.01434e-08;7.50344e-08;1.15758e-08;6.38749e-08;2.25175e-07;3.63318e-08;2.28035e-08;35.1;36.3;39.5;23.0;23.0;23.99;44.9;998.44;
06142026-06:06:17;-0.05226;-0.0522603994;-0.0522598315;-0.0522599029;-0.052260917;-0.052260164;-0.0522604;-0.05226201;-0.05226001;-0.0522601;4.69465e-08;8.02125e-08;4.45401e-08;7.75655e-08;1.72858e-08;1.63389e-07;2.5926e-07;3.54401e-08;7.48331e-09;35.6;37.0;40.1;23.0;23.0;24.53;43.7;997.72;
