date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;
06142026-13:46:55;-14.836918;-14.8369568;-14.836938;-14.8369525;-14.8368895;-14.8369208;-14.836981;-14.836785;-14.837029;-14.836953;36.3;37.9;41.1;23.0;23.0;26.010;42.8;995.87;
06142026-13:47:21;-14.836918;-14.8369504;-14.836941;-14.8369613;-14.8368915;-14.8369199;-14.836969;-14.836712;-14.837032;-14.836953;36.3;37.9;41.1;23.0;23.0;26.010;42.8;995.88;
06142026-13:47:47;-14.836918;-14.8369286;-14.8369691;-14.8369516;-14.8368878;-14.8369208;-14.836973;-14.836687;-14.83702;-14.836952;36.3;37.9;41.1;23.0;23.0;26.030;42.8;995.88;
06142026-13:48:14;-14.836918;-14.8369458;-14.8369367;-14.8369712;-14.8368885;-14.8369206;-14.836979;-14.8367;-14.837018;-14.836957;36.3;37.9;41.1;23.0;23.0;26.080;42.8;995.96;
06142026-13:50:11;9.397903;9.39787107;9.39787255;9.39788706;9.3978854;9.3979066;9.397841;9.397542;9.397865;9.397887;36.3;37.9;41.1;23.0;23.0;26.040;42.8;995.96;
06142026-13:50:37;9.397903;9.39787597;9.39786429;9.39787359;9.3978844;9.3979058;9.39784;9.397542;9.397858;9.397885;36.3;37.9;41.1;23.0;23.0;26.030;42.8;995.94;
06142026-13:51:03;9.397903;9.39786213;9.39785207;9.39791471;9.3978835;9.3979055;9.397867;9.397567;9.397856;9.397883;36.3;37.9;41.1;23.0;23.0;26.030;42.8;996.00;
06142026-13:51:30;9.397903;9.39783936;9.39785339;9.39786327;9.397884;9.397906;9.397858;9.397542;9.397859;9.397885;36.3;37.9;41.1;23.0;23.0;26.030;42.8;995.94;
06142026-13:53:27;3.521794;3.52175811;3.52175028;3.52177019;3.5217891;3.5217937;3.52174;3.521588;3.521553;3.521778;36.3;37.9;41.1;23.0;23.0;26.030;42.8;995.97;
06142026-13:53:53;3.521794;3.52175619;3.52173607;3.52177037;3.5217882;3.521793;3.521749;3.521564;3.521541;3.521777;36.3;37.9;41.1;23.0;23.0;26.040;42.8;995.98;
06142026-13:54:19;3.521794;3.52175198;3.52174896;3.52178279;3.5217873;3.5217931;3.521761;3.521588;3.521547;3.521777;36.3;37.9;41.1;23.0;23.0;26.030;42.8;995.99;
06142026-13:54:45;3.521794;3.52176284;3.52175292;3.52177439;3.521788;3.5217932;3.52176;3.5216;3.521548;3.52178;36.3;37.9;41.1;23.0;23.0;26.020;42.8;996.04;
06142026-13:56:43;-7.078221;-7.07826238;-7.07827977;-7.07826773;-7.0782093;-7.0782245;-7.078254;-7.078158;-7.078327;-7.078246;36.3;37.9;41.1;23.0;23.0;26.040;42.8;996.06;
06142026-13:57:09;-7.078221;-7.07824872;-7.07826639;-7.07823974;-7.0782087;-7.0782244;-7.078247;-7.07817;-7.078315;-7.078244;36.3;37.9;41.1;23.0;23.0;26.050;42.8;996.05;
06142026-13:57:35;-7.078221;-7.07826694;-7.07826886;-7.07823431;-7.0782066;-7.0782239;-7.078258;-7.07817;-7.078316;-7.078247;36.3;37.9;41.1;23.0;23.0;26.070;42.8;995.99;
06142026-13:58:01;-7.078221;-7.07825608;-7.07827035;-7.07826441;-7.0782086;-7.0782243;-7.078264;-7.078207;-7.078319;-7.078248;36.3;37.9;41.1;23.0;23.0;26.060;42.8;996.03;
06142026-13:59:59;17.678291;17.6782529;17.6782437;17.6782953;17.6782561;17.6782994;17.67821;17.677747;17.678312;17.678241;36.4;37.9;41.2;23.0;23.0;26.050;42.8;996.16;
06142026-14:00:25;17.678291;17.6782514;17.678229;17.678309;17.6782588;17.6782992;17.678219;17.677723;17.678312;17.678241;36.4;37.9;41.2;23.0;23.0;26.060;42.8;996.03;
06142026-14:00:51;17.678291;17.6782515;17.6782285;17.6782943;17.6782576;17.6783003;17.678217;17.677747;17.678306;17.678242;36.4;37.9;41.2;23.0;23.0;26.030;42.8;996.08;
06142026-14:01:18;17.678291;17.6782582;17.6782292;17.6782792;17.6782559;17.6782994;17.678212;17.677723;17.678305;17.678254;36.4;37.9;41.2;23.0;23.0;26.030;42.8;996.04;
06142026-14:03:15;-0.60305;-0.603086078;-0.603095268;-0.603058412;-0.6030484;-0.6030555;-0.603074;-0.603157;-0.603056;-0.603058;36.4;38.0;41.2;23.0;23.0;25.910;42.7;996.05;
06142026-14:03:41;-0.60305;-0.603093434;-0.603088825;-0.603061386;-0.6030511;-0.6030546;-0.603082;-0.603194;-0.603063;-0.603056;36.4;38.0;41.2;23.0;23.0;25.830;42.7;996.01;
