date;source;3458b;3459x;3458ff;2002ltc;d1281;h34420a;h34401;k2001;k2001m;sdev;sdev2;sdev3;sdev4;sdev5;sdev6;sdev7;sdev8;sdev9;temp;temp2;temp3;temp4;temp5;roomtemp;roomr;roomp;
06132026-02:47:17;-2.501179;-2.50117982;-2.50117907;-2.50117993;-2.5011749;-2.5011816;-2.5011775;-2.5011904;-2.501258;-2.501187;2.49844e-08;1.9492e-07;5.77139e-08;1.41421e-07;9.42809e-08;2.49444e-07;1.54128e-06;2.0548e-06;2.86744e-06;34.0;35.2;38.4;23.0;23.0;23.290;45.2;1000.56;
06132026-02:49:37;4.104873;4.10487248;4.10486924;4.10487298;4.104865;4.104871;4.1048607;4.1048738;4.104608;4.10487;3.35601e-07;3.77889e-07;1.24566e-07;1.69967e-07;2.0548e-07;2.82843e-07;5.65685e-07;1.69967e-06;2.0548e-06;34.0;35.2;38.4;23.0;23.0;23.460;45.2;1000.55;
06132026-02:51:56;-0.281306;-0.281307171;-0.281306624;-0.281306326;-0.2813059;-0.2813096;-0.2813061;-0.2813119;-0.2813;-0.281305;1.32844e-07;2.49592e-07;1.71702e-07;5.71548e-07;1.69967e-07;3.29983e-07;0;1.88562e-06;2.44949e-06;34.0;35.3;38.4;23.0;23.0;23.550;45.2;1000.72;
06132026-02:54:15;0.837806;0.837804906;0.837804715;0.837806027;0.837805;0.8378026;0.8378032;0.8378026;0.8378;0.837811;3.92702e-07;2.41373e-07;1.56788e-07;8.73053e-07;1.69967e-07;9.42809e-08;1.17851e-06;2.86744e-06;8.16497e-07;34.0;35.3;38.4;23.0;23.0;23.630;45.1;1000.62;
06132026-02:56:35;8.099055;8.09905421;8.09904725;8.09905493;8.0990411;8.0990545;8.0990392;8.0990663;8.099033;8.099054;2.70103e-07;1.12178e-07;3.03362e-07;4.32049e-07;2.49444e-07;3.09121e-07;0;2.94392e-06;9.42809e-07;34.0;35.3;38.4;23.0;23.0;23.510;45.0;1000.63;
06132026-02:58:54;10.493547;10.4935461;10.4935379;10.4935481;10.4935311;10.4935477;10.493535;10.493568;10.493471;10.49354;3.02435e-07;1.02089e-07;1.18415e-07;8.01388e-07;3.26599e-07;4.71405e-07;1.41421e-06;2.16025e-06;8.16497e-07;34.0;35.3;38.4;23.0;23.0;23.220;44.9;1000.65;
06132026-03:01:14;0.474952;0.474951854;0.474951447;0.474952317;0.4749514;0.4749481;0.4749513;0.4749468;0.474955;0.474952;3.45912e-07;4.54651e-07;1.68496e-07;8.28654e-07;1.69967e-07;2.86744e-07;9.79796e-07;4.78423e-06;9.42809e-07;34.0;35.4;38.4;23.0;23.0;23.050;44.9;1000.75;
06132026-03:03:33;1.407861;1.40786056;1.40785909;1.40786073;1.4078569;1.4078574;1.4078575;1.4078571;1.407833;1.407861;2.28044e-07;6.09608e-08;1.08192e-07;2.62467e-07;2.35702e-07;2.49444e-07;5.65685e-07;1.24722e-06;8.16497e-07;34.0;35.3;38.4;23.0;23.0;23.100;45.0;1000.71;
06132026-03:05:52;8.943856;8.94385451;8.94384919;8.94385647;8.94384;8.9438556;8.9438426;8.9438677;8.943827;8.94385;5.13827e-07;1.99072e-07;2.58362e-07;9.62635e-07;2.16025e-07;6.2361e-07;1.02089e-06;2.86744e-06;8.16497e-07;34.0;35.3;38.4;23.0;23.0;23.180;45.1;1000.75;
06132026-03:08:12;6.763142;6.76314087;6.76313638;6.7631422;6.7631299;6.7631407;6.7631284;6.7631468;6.763078;6.763137;1.08954e-07;2.54668e-07;2.46057e-07;2.62467e-07;3.26599e-07;4.92161e-07;5.65685e-07;2.0548e-06;2.62467e-06;34.1;35.4;38.4;23.0;23.0;23.310;45.1;1000.80;
06132026-03:10:31;6.395807;6.39580606;6.39580117;6.39580721;6.3957966;6.3958058;6.3957932;6.3958112;6.395735;6.395811;1.84451e-07;5.37429e-07;1.92295e-07;1.44299e-06;2.62467e-07;1.24722e-07;9.79796e-07;9.42809e-07;5.18545e-06;34.0;35.3;38.4;23.0;23.0;23.420;45.1;1000.83;
06132026-03:12:51;-8.531224;-8.53122474;-8.53122125;-8.53122617;-8.5312126;-8.5312261;-8.5312172;-8.5312495;-8.531281;-8.531263;2.89543e-07;1.69738e-07;3.26295e-07;5.79272e-07;2.62467e-07;6.18241e-07;1.13137e-06;1.41421e-06;1.24722e-06;34.0;35.4;38.4;23.0;23.0;23.530;45.1;1000.78;
06132026-03:15:10;-4.105752;-4.10575335;-4.10575136;-4.10575396;-4.1057469;-4.1057549;-4.1057498;-4.1057683;-4.106019;-4.105771;4.18412e-07;2.52467e-07;4.31509e-07;2.0548e-07;2.62467e-07;3.39935e-07;1.7442e-06;1.63299e-06;3.39935e-06;34.0;35.3;38.4;23.0;23.0;23.630;45.0;1000.87;
06132026-03:17:30;-5.815489;-5.81548991;-5.8154871;-5.81549129;-5.8154817;-5.8154906;-5.8154855;-5.8155081;-5.81567;-5.815513;2.73082e-07;2.62506e-07;1.65797e-07;8.83176e-07;3.29983e-07;2.16025e-07;5.65685e-07;2.94392e-06;9.42809e-07;34.0;35.3;38.4;23.0;23.0;23.680;45.0;1000.98;
06132026-03:19:49;-0.324039;-0.324039935;-0.324040055;-0.324039477;-0.3240395;-0.3240423;-0.3240393;-0.3240443;-0.32403;-0.324034;2.96573e-07;4.99122e-07;1.66874e-07;2.49444e-07;2.0548e-07;4.98888e-07;0;2.82843e-06;1.41421e-06;34.0;35.3;38.4;23.0;23.0;23.720;44.9;1001.07;
06132026-03:22:09;9.644348;9.64434744;9.64433941;9.64434917;9.6443314;9.6443488;9.6443324;9.6443647;9.644304;9.644354;2.97443e-07;4.72133e-07;2.73512e-07;1.13431e-06;1.69967e-07;4.49691e-07;2.07257e-06;3.26599e-06;4.02768e-06;34.1;35.4;38.5;23.0;23.0;23.580;44.8;1001.08;
06132026-03:24:28;8.421238;8.42123789;8.42123118;8.42123931;8.4212241;8.4212381;8.4212226;8.4212502;8.42122;8.421239;3.65174e-07;5.21845e-07;4.53825e-07;3.55903e-07;1.24722e-07;2.16025e-07;9.79796e-07;2.62467e-06;2.0548e-06;34.1;35.5;38.5;23.0;23.0;23.300;44.7;1001.02;
06132026-03:26:47;1.378582;1.37858173;1.37858024;1.37858268;1.3785791;1.3785786;1.3785792;1.3785797;1.378555;1.378583;3.23235e-07;3.97996e-07;7.06226e-08;1.25698e-06;2.86744e-07;2.35702e-07;1.02089e-06;3.74166e-06;2.86744e-06;34.1;35.5;38.5;23.0;23.0;23.100;44.7;1001.16;
06132026-03:29:07;-9.607753;-9.60775298;-9.6077496;-9.60775628;-9.6077396;-9.6077546;-9.6077459;-9.6077793;-9.607823;-9.607791;3.77322e-07;3.7087e-07;1.70697e-07;5.4365e-07;1.88562e-07;5.71548e-07;6.12826e-07;2.0548e-06;4.02768e-06;34.2;35.4;38.5;23.0;23.0;23.090;44.9;1001.16;
06132026-03:31:26;6.309358;6.3093576;6.30935254;6.30935917;6.3093463;6.3093573;6.3093454;6.3093635;6.30927;6.309362;1.54782e-07;2.19917e-07;1.58064e-07;3.55903e-07;2.16025e-07;1.69967e-07;1.7442e-06;1.63299e-06;4.08248e-06;34.1;35.3;38.5;23.0;23.0;23.210;45.0;1001.08;
06132026-03:33:46;9.499394;9.49939319;9.49938601;9.49939484;9.4993788;9.499395;9.4993836;9.4994106;9.499346;9.499397;4.50967e-07;3.54887e-07;6.6086e-07;8.49837e-07;8.16497e-08;4.54606e-07;5.65685e-07;3.29983e-06;2.86744e-06;34.1;35.5;38.5;23.0;23.0;23.360;45.0;1001.15;
06132026-03:36:05;0.195154;0.195154034;0.195153434;0.195154593;0.1951533;0.1951505;0.1951538;0.1951502;0.195155;0.195161;1.14649e-07;1.05362e-07;3.24762e-07;1.41421e-07;2.16025e-07;4.71405e-08;1.17851e-06;1.69967e-06;1.88562e-06;34.2;35.5;38.5;23.0;23.0;23.520;45.0;1001.18;
06132026-03:38:25;-3.884564;-3.88456465;-3.88456261;-3.88456568;-3.8845583;-3.8845668;-3.8845613;-3.8845792;-3.884815;-3.884584;2.36459e-07;3.22978e-07;1.41438e-07;6.79869e-07;8.16497e-08;9.42809e-08;1.54128e-06;3.77124e-06;2.0548e-06;34.1;35.4;38.5;23.0;23.0;23.600;44.9;1001.11;
06132026-03:40:44;8.305917;8.30591659;8.30590965;8.30591853;8.3059029;8.3059167;8.3059049;8.3059285;8.305887;8.305919;1.68288e-07;3.58669e-07;3.52284e-07;1.63299e-07;1.24722e-07;4.10961e-07;9.79796e-07;3.55903e-06;1.63299e-06;34.1;35.4;38.5;23.0;23.0;23.660;44.9;1001.17;
06132026-03:43:04;-2.536949;-2.53695009;-2.53694905;-2.5369503;-2.5369459;-2.5369521;-2.5369476;-2.5369601;-2.537031;-2.536957;2.91943e-07;1.09959e-07;4.14879e-07;6.37704e-07;1.24722e-07;1.69967e-07;2.00056e-06;8.16497e-07;3.26599e-06;34.1;35.5;38.6;23.0;23.0;23.720;44.8;1001.19;
06132026-03:45:23;9.077577;9.07757685;9.07756854;9.0775786;9.0775629;9.0775777;9.0775658;9.077591;9.077549;9.07758;1.62498e-07;3.97387e-07;3.16078e-07;1.43527e-06;1.69967e-07;7.4087e-07;9.79796e-07;8.16497e-07;4.6428e-06;34.2;35.4;38.5;23.0;23.0;23.760;44.8;1001.22;
06132026-03:47:43;-8.774207;-8.77420846;-8.77420378;-8.77421139;-8.7741952;-8.7742086;-8.7742008;-8.7742333;-8.774255;-8.774246;4.22905e-07;2.88232e-07;4.38454e-07;5.35413e-07;3.39935e-07;8.16497e-08;6.12826e-07;1.69967e-06;4.78423e-06;34.2;35.5;38.6;23.0;23.0;23.830;44.7;1001.18;
06132026-03:50:02;-1.188577;-1.18857817;-1.1885773;-1.18857795;-1.1885762;-1.18858;-1.1885776;-1.1885861;-1.188591;-1.18858;3.94851e-07;2.69332e-07;1.19962e-07;1.24722e-07;1.24722e-07;4.08248e-07;1.02089e-06;4.49691e-06;2.62467e-06;34.2;35.4;38.6;23.0;23.0;23.880;44.7;1001.18;
06132026-03:52:21;2.20988;2.20987933;2.2098776;2.20988044;2.2098767;2.2098777;2.2098749;2.2098791;2.209796;2.20988;2.7161e-07;8.41995e-08;1.49413e-07;1.01434e-06;5.4365e-07;1.69967e-07;1.53261e-06;3.85861e-06;2.62467e-06;34.2;35.5;38.6;23.0;23.0;23.900;44.7;1001.19;
06132026-03:54:41;-9.888308;-9.88830854;-9.88830378;-9.88831185;-9.8882945;-9.8883082;-9.8883009;-9.888337;-9.888382;-9.888347;1.64856e-07;4.01031e-07;4.46099e-07;5.31246e-07;5.71548e-07;2.94392e-07;2.00056e-06;3.85861e-06;2.62467e-06;34.2;35.6;38.6;23.0;23.0;23.910;44.6;1001.12;
06132026-03:57:00;3.234636;3.23463595;3.23463302;3.23463714;3.2346311;3.2346349;3.234628;3.2346365;3.234428;3.234638;2.30361e-07;4.36064e-07;2.00202e-07;5.31246e-07;3.85861e-07;2.94392e-07;1.17851e-06;2.86744e-06;9.42809e-07;34.2;35.5;38.6;23.0;23.0;23.750;44.5;1001.14;
06132026-03:59:20;-3.481684;-3.48168476;-3.48168306;-3.48168591;-3.4816802;-3.4816866;-3.4816825;-3.4816987;-3.481876;-3.481702;7.93361e-08;2.06463e-07;8.01388e-09;7.31817e-07;2.16025e-07;4.71405e-08;9.79796e-07;4.71405e-07;3.09121e-06;34.3;35.6;38.7;23.0;23.0;23.470;44.4;1001.18;
06132026-04:01:39;4.522115;4.52211467;4.5221106;4.52211634;4.5221069;4.5221137;4.5221047;4.5221167;4.521877;4.522119;2.55973e-07;8.99271e-08;3.09253e-07;4.10961e-07;1.63299e-07;9.42809e-08;1.49666e-06;2.49444e-06;3.29983e-06;34.3;35.6;38.7;23.0;23.0;23.340;44.5;1001.23;
06132026-04:03:58;-4.796772;-4.79677288;-4.79677071;-4.79677421;-4.796765;-4.7967744;-4.7967698;-4.7967895;-4.797046;-4.796792;2.60072e-07;3.44347e-07;1.68634e-07;4.24264e-07;2.0548e-07;3.77124e-07;5.65685e-07;3.68179e-06;1.41421e-06;34.3;35.6;38.7;23.0;23.0;23.360;44.6;1001.17;
06132026-04:06:18;10.317274;10.3172731;10.3172647;10.317275;10.317256;10.3172753;10.317266;10.317295;10.317205;10.317274;3.24996e-07;1.06771e-07;3.46538e-07;1.5107e-06;4.49691e-07;4.71405e-07;1.24722e-06;1.24722e-06;4.71405e-07;34.3;35.5;38.7;23.0;23.0;23.410;44.6;1001.18;
06132026-04:08:37;-2.268801;-2.26880259;-2.26880177;-2.26880266;-2.2687994;-2.2688044;-2.2688005;-2.2688128;-2.268864;-2.268809;1.08094e-07;1.95892e-07;2.94107e-07;5.09902e-07;4.02768e-07;1.41421e-07;1.17851e-06;4.71405e-07;1.88562e-06;34.3;35.6;38.7;23.0;23.0;23.500;44.6;1001.20;
06132026-04:10:57;-7.775404;-7.7754048;-7.77540125;-7.77540696;-7.7753935;-7.7754056;-7.7754013;-7.7754264;-7.775489;-7.775435;3.87229e-07;3.7527e-07;3.06335e-07;2.49444e-07;4.71405e-08;1.24722e-07;6.12826e-07;1.69967e-06;2.94392e-06;34.3;35.5;38.7;23.0;23.0;23.640;44.7;1001.27;
06132026-04:13:16;-4.679525;-4.67952602;-4.67952376;-4.67952712;-4.6795179;-4.6795273;-4.6795242;-4.6795421;-4.6798;-4.679545;1.50295e-07;7.523e-08;1.70561e-07;4.02768e-07;2.49444e-07;2.16025e-07;5.65685e-07;2.94392e-06;9.42809e-07;34.3;35.5;38.7;23.0;23.0;23.700;44.6;1001.18;
06132026-04:15:36;4.169044;4.16904358;4.16904016;4.16904496;4.1690361;4.1690426;4.1690339;4.1690434;4.168787;4.169048;1.49413e-07;3.37203e-07;1.17008e-07;1.29185e-06;5.90668e-07;5.90668e-07;5.65685e-07;2.82843e-06;4.98888e-06;34.3;35.5;38.7;23.0;23.0;23.770;44.6;1001.23;
06132026-04:17:55;-0.643524;-0.643524918;-0.643524295;-0.643524511;-0.6435234;-0.6435271;-0.6435241;-0.6435323;-0.643532;-0.643524;2.48069e-07;2.29799e-07;1.45997e-07;4.10961e-07;2.49444e-07;2.16025e-07;9.79796e-07;4.71405e-07;4.71405e-07;34.3;35.6;38.7;23.0;23.0;23.840;44.6;1001.20;
06132026-04:20:14;-3.65398;-3.65398056;-3.65397852;-3.65398126;-3.6539743;-3.6539824;-3.6539781;-3.6539953;-3.654197;-3.653994;1.93083e-07;3.06751e-07;2.3004e-07;7.07107e-07;8.16497e-08;5.24934e-07;1.49666e-06;1.41421e-06;1.24722e-06;34.3;35.6;38.7;23.0;23.0;23.860;44.5;1001.21;
06132026-04:22:34;1.084854;1.08485337;1.08485232;1.08485445;1.0848524;1.0848508;1.084851;1.0848493;1.084841;1.084858;2.462e-07;1.91524e-07;1.81817e-07;1.32749e-06;3.55903e-07;2.44949e-07;1.02089e-06;1.41421e-06;4.71405e-07;34.3;35.6;38.7;23.0;23.0;23.890;44.5;1001.18;
06132026-04:24:53;-10.911189;-10.9111894;-10.9111843;-10.9111942;-10.9111731;-10.9111896;-10.911182;-10.911215;-10.911298;-10.911229;4.50851e-07;1.7442e-07;1.41657e-07;4.78423e-07;4.98888e-07;4.71405e-07;1.24722e-06;2.49444e-06;1.69967e-06;34.3;35.6;38.7;23.0;23.0;23.910;44.4;1001.20;
06132026-04:27:13;-5.762628;-5.76262952;-5.76262595;-5.76263136;-5.7626204;-5.7626298;-5.7626267;-5.7626478;-5.762816;-5.762648;2.22974e-07;3.30703e-07;3.60533e-07;7.58654e-07;2.0548e-07;2.94392e-07;2.98031e-06;4.71405e-07;2.82843e-06;34.3;35.6;38.7;23.0;23.0;23.940;44.4;1001.20;
06132026-04:29:32;4.303581;4.30358116;4.30357679;4.30358198;4.3035727;4.3035802;4.303572;4.3035834;4.303327;4.303584;5.03742e-08;8.74465e-08;2.14947e-07;3.55903e-07;5.71548e-07;3.39935e-07;1.49666e-06;1.24722e-06;8.16497e-07;34.4;35.6;38.8;23.0;23.0;23.970;44.4;1001.18;
06132026-04:31:52;4.286673;4.28667305;4.2866689;4.28667419;4.2866648;4.2866721;4.2866645;4.2866725;4.286414;4.286676;2.90381e-07;2.91143e-07;8.57321e-08;2.82843e-07;4.6428e-07;2.35702e-07;1.53261e-06;1.69967e-06;2.49444e-06;34.4;35.7;38.8;23.0;23.0;24.030;44.4;1001.17;
06132026-04:34:11;-5.755484;-5.7554852;-5.75548214;-5.75548757;-5.7554759;-5.7554859;-5.7554827;-5.7555034;-5.75567;-5.755503;1.48492e-07;4.16773e-07;3.76504e-08;6.12826e-07;3.85861e-07;9.42809e-08;1.02089e-06;3.74166e-06;1.69967e-06;34.4;35.7;38.8;23.0;23.0;24.020;44.3;1001.24;
06132026-04:36:30;3.039892;3.03989207;3.03988916;3.03989284;3.0398857;3.0398905;3.0398856;3.0398908;3.039711;3.039889;3.54002e-07;3.42596e-07;8.73053e-08;4.96655e-07;3.26599e-07;4.78423e-07;5.65685e-07;1.63299e-06;1.24722e-06;34.4;35.7;38.8;23.0;23.0;24.060;44.3;1001.27;
06132026-04:38:50;5.750534;5.75053422;5.75052866;5.75053554;5.7505235;5.7505337;5.7505225;5.7505393;5.750411;5.750533;2.33916e-07;2.7522e-07;3.00296e-07;5.55778e-07;4.54606e-07;3.74166e-07;1.02089e-06;1.69967e-06;1.69967e-06;34.4;35.8;38.9;23.0;23.0;24.090;44.3;1001.23;
06132026-04:41:09;3.333693;3.33369254;3.33368944;3.33369413;3.3336864;3.3336915;3.3336862;3.3336926;3.333474;3.333694;3.13599e-07;3.20865e-07;2.403e-07;2.49444e-07;8.16497e-08;5.73488e-07;9.79796e-07;3.29983e-06;4.6428e-06;34.4;35.8;38.9;23.0;23.0;24.110;44.3;1001.24;
06132026-04:43:29;0.02473;0.0247295819;0.024729728;0.0247301012;0.0247289;0.0247271;0.0247299;0.024725;0.024731;0.024735;1.60702e-07;1.83123e-07;1.01397e-07;2.49444e-07;8.16497e-08;1.88562e-07;1.02089e-06;3.39935e-06;5.09902e-06;34.5;35.8;38.9;23.0;23.0;24.140;44.2;1001.26;
06132026-04:45:48;5.672865;5.6728646;5.67285877;5.67286665;5.6728546;5.6728643;5.6728546;5.6728694;5.672737;5.672866;3.18591e-07;4.11532e-07;3.29821e-07;6.94422e-07;3.29983e-07;2.49444e-07;9.79796e-07;1.63299e-06;1.24722e-06;34.5;35.8;38.9;23.0;23.0;24.160;44.2;1001.18;
06132026-04:48:08;-7.300361;-7.30036253;-7.30035781;-7.3003654;-7.3003514;-7.300363;-7.3003603;-7.3003859;-7.300446;-7.300393;4.01868e-07;2.96797e-07;1.87394e-07;4.08248e-07;4.18994e-07;5.4365e-07;9.79796e-07;8.16497e-07;4.71405e-07;34.5;35.9;39.0;23.0;23.0;24.200;44.2;1001.24;
06132026-04:50:27;-6.499016;-6.49901757;-6.49901361;-6.49902048;-6.4990064;-6.4990178;-6.4990112;-6.4990382;-6.499137;-6.499046;3.00063e-07;1.36392e-07;1.17008e-07;5.24934e-07;4.71405e-08;1.69967e-07;0;9.42809e-07;2.0548e-06;34.5;35.8;39.0;23.0;23.0;24.210;44.1;1001.24;
06132026-04:52:46;5.269418;5.26941867;5.26941299;5.26941996;5.2694089;5.2694181;5.2694061;5.2694226;5.269237;5.269414;1.87394e-07;2.80437e-07;3.38072e-07;4.96655e-07;4.24264e-07;1.03709e-06;2.00056e-06;1.24722e-06;3.55903e-06;34.5;35.8;39.0;23.0;23.0;24.200;44.1;1001.33;
06132026-04:55:06;-2.253225;-2.25322633;-2.25322484;-2.25322697;-2.2532222;-2.2532279;-2.2532252;-2.2532377;-2.25329;-2.253229;5.13547e-07;3.38003e-07;1.29683e-07;7.71722e-07;8.16497e-08;4.71405e-08;5.65685e-07;1.69967e-06;4.49691e-06;34.6;35.9;39.0;23.0;23.0;24.220;44.1;1001.25;
06132026-04:57:25;-6.429761;-6.42976292;-6.4297583;-6.42976532;-6.4297513;-6.4297628;-6.4297606;-6.4297845;-6.429887;-6.429789;2.1227e-07;2.2671e-07;1.90278e-07;4.96655e-07;4.18994e-07;4.71405e-08;6.12826e-07;2.16025e-06;0;34.6;35.9;39.0;23.0;23.0;24.220;44.0;1001.30;
06132026-04:59:45;-5.161375;-5.16137686;-5.16137362;-5.16137954;-5.1613673;-5.1613769;-5.1613752;-5.1613923;-5.161618;-5.161397;3.16358e-07;5.60276e-07;1.21732e-07;4.49691e-07;2.35702e-07;5.55778e-07;2.0854e-06;9.42809e-07;1.88562e-06;34.6;35.9;39.1;23.0;23.0;24.140;44.0;1001.32;
06132026-05:02:04;4.099575;4.09957493;4.09957067;4.09957721;4.0995672;4.0995746;4.0995674;4.099576;4.099313;4.099572;2.08425e-07;2.39946e-07;2.85784e-07;7.71722e-07;4.71405e-08;3.74166e-07;2.03961e-06;1.41421e-06;3.55903e-06;34.6;35.9;39.1;23.0;23.0;23.810;43.9;1001.27;
06132026-05:04:23;-0.890728;-0.890728875;-0.890728753;-0.89072904;-0.8907271;-0.8907308;-0.8907289;-0.8907351;-0.890734;-0.890731;1.14649e-07;4.12028e-08;2.08248e-07;6.12826e-07;2.62467e-07;2.44949e-07;2.30988e-06;2.35702e-06;1.24722e-06;34.6;36.0;39.1;23.0;23.0;23.540;43.9;1001.18;
06132026-05:06:43;4.356271;4.35626998;4.35626682;4.35627232;4.3562629;4.3562696;4.3562629;4.3562712;4.356022;4.356265;5.84161e-07;6.64042e-07;4.89208e-07;4.08248e-07;2.94392e-07;4.24264e-07;0;3.29983e-06;4.32049e-06;34.6;35.9;39.1;23.0;23.0;23.550;44.0;1001.20;
06132026-05:09:02;-9.624989;-9.62498983;-9.6249852;-9.62499539;-9.6249743;-9.6249906;-9.6249873;-9.6250142;-9.625057;-9.62503;2.85774e-07;2.24369e-07;1.21316e-07;6.18241e-07;7.4087e-07;3.74166e-07;2.30988e-06;2.62467e-06;3.29983e-06;34.6;36.0;39.1;23.0;23.0;23.620;44.1;1001.22;
06132026-05:11:22;-3.675085;-3.67508655;-3.67508445;-3.67508779;-3.6750803;-3.6750878;-3.6750855;-3.6751017;-3.675306;-3.675106;1.93505e-07;1.07241e-07;1.03037e-07;9.42809e-08;8.16497e-08;2.94392e-07;1.53261e-06;2.44949e-06;2.16025e-06;34.6;35.8;39.1;23.0;23.0;23.730;44.2;1001.26;
06132026-05:13:41;6.967049;6.96704927;6.96704278;6.96705146;6.9670351;6.9670498;6.9670391;6.9670564;6.966989;6.967048;2.1424e-07;4.10586e-07;2.33916e-07;1.34412e-06;3.29983e-07;2.94392e-07;5.65685e-07;2.0548e-06;4.18994e-06;34.6;35.8;39.1;23.0;23.0;23.870;44.2;1001.25;
06132026-05:16:01;9.987444;9.98744386;9.98743566;9.98744846;9.9874274;9.987446;9.9874398;9.9874642;9.987395;9.987439;2.45741e-07;2.84332e-07;1.86755e-07;9.39267e-07;2.62467e-07;6.97615e-07;2.0854e-06;4.6428e-06;2.0548e-06;34.6;35.9;39.1;23.0;23.0;23.930;44.2;1001.24;
06132026-05:18:20;-3.198246;-3.19824703;-3.19824556;-3.19824864;-3.1982406;-3.1982492;-3.1982457;-3.1982593;-3.198406;-3.198264;3.95358e-07;2.76413e-07;4.29606e-07;3.74166e-07;3.74166e-07;1.69967e-07;1.02089e-06;2.0548e-06;1.41421e-06;34.6;36.0;39.1;23.0;23.0;24.010;44.1;1001.31;
06132026-05:20:40;8.709033;8.70903308;8.70902526;8.70903661;8.7090172;8.7090341;8.709025;8.7090475;8.709008;8.709031;2.67153e-07;3.65123e-07;3.2957e-07;4.10961e-07;7.03957e-07;4.18994e-07;5.65685e-07;1.24722e-06;2.62467e-06;34.6;35.9;39.1;23.0;23.0;24.080;44.1;1001.38;
06132026-05:22:59;6.541765;6.54176571;6.5417589;6.54176742;6.5417538;6.5417649;6.5417554;6.5417745;6.541694;6.541762;4.81062e-07;3.11127e-08;1.85627e-07;5.71548e-07;2.16025e-07;4.96655e-07;1.7442e-06;2.62467e-06;3.68179e-06;34.6;36.0;39.1;23.0;23.0;24.090;44.0;1001.30;
06132026-05:25:18;3.372387;3.37238732;3.37238417;3.37238858;3.3723818;3.3723857;3.3723809;3.3723871;3.37216;3.372387;2.62276e-07;5.60897e-07;1.59112e-07;1.21929e-06;2.82843e-07;1.88562e-07;6.12826e-07;9.42809e-07;8.16497e-07;34.6;36.0;39.1;23.0;23.0;24.100;44.0;1001.36;
06132026-05:27:38;-10.88475;-10.8847514;-10.8847455;-10.8847577;-10.8847341;-10.8847518;-10.884744;-10.884779;-10.884861;-10.884796;1.18977e-07;4.65403e-07;1.31233e-07;2.94392e-07;2.62467e-07;4.71405e-07;9.42809e-07;5.31246e-06;6.12826e-06;34.6;36.0;39.1;23.0;23.0;24.120;44.0;1001.37;
06132026-05:29:57;0.100246;0.100245656;0.100245662;0.100246053;0.1002459;0.1002436;0.1002459;0.100243;0.100248;0.100253;2.65699e-07;3.41563e-07;2.32355e-07;6.18241e-07;3.26599e-07;1.69967e-07;1.17851e-06;3.26599e-06;2.49444e-06;34.6;35.9;39.1;23.0;23.0;24.150;44.0;1001.42;
06132026-05:32:17;7.003021;7.00302045;7.00301439;7.00302404;7.0030096;7.0030215;7.0030114;7.0030319;7.002961;7.003021;5.77908e-07;3.91238e-07;2.859e-07;1.0873e-06;1.63299e-07;1.24722e-07;0;2.62467e-06;0;34.6;36.0;39.1;23.0;23.0;24.190;44.0;1001.42;
06132026-05:34:36;-8.940287;-8.94028869;-8.94028292;-8.94029336;-8.9402749;-8.9402894;-8.9402845;-8.9403147;-8.940343;-8.940326;2.95479e-07;1.35996e-07;4.67335e-07;4.49691e-07;2.44949e-07;4.89898e-07;0;3.29983e-06;5.4365e-06;34.7;36.0;39.2;23.0;23.0;24.230;44.0;1001.51;
06132026-05:36:56;7.544538;7.54453919;7.54453069;7.54454219;7.5445268;7.5445391;7.5445288;7.5445464;7.544494;7.544533;5.12922e-08;3.84836e-07;4.37996e-07;6.48074e-07;2.16025e-07;3.55903e-07;3.24277e-06;2.94392e-06;3.29983e-06;34.6;36.0;39.2;23.0;23.0;24.230;43.9;1001.48;
06132026-05:39:15;-7.701373;-7.70137529;-7.70136992;-7.70137907;-7.7013625;-7.7013752;-7.7013729;-7.7014;-7.701456;-7.701408;3.17812e-07;2.7304e-07;4.22292e-07;4.24264e-07;4.18994e-07;1.63299e-07;6.12826e-07;1.69967e-06;2.44949e-06;34.7;36.1;39.2;23.0;23.0;24.260;43.9;1001.45;
06132026-05:41:34;-7.527366;-7.52736792;-7.52736285;-7.52737211;-7.5273544;-7.527368;-7.5273662;-7.5273912;-7.527454;-7.527402;2.83975e-07;3.50772e-07;2.79336e-07;6.94422e-07;8.16497e-08;9.4163e-07;1.02089e-06;1.24722e-06;3.09121e-06;34.7;36.0;39.2;23.0;23.0;24.280;43.9;1001.37;
06132026-05:43:54;-6.039077;-6.03907832;-6.03907416;-6.03908205;-6.0390674;-6.0390785;-6.039078;-6.0390998;-6.039237;-6.039105;4.21855e-07;2.80574e-07;3.98e-07;7.36357e-07;1.24722e-07;1.69967e-07;2.0854e-06;1.41421e-06;1.24722e-06;34.7;36.0;39.2;23.0;23.0;24.300;43.9;1001.43;
06132026-05:46:13;0.581268;0.581267626;0.581267251;0.581268364;0.581267;0.5812659;0.5812665;0.5812624;0.581265;0.581269;7.14843e-08;3.82435e-07;1.24613e-07;4.49691e-07;1.41421e-07;3.39935e-07;2.30988e-06;1.41421e-06;1.24722e-06;34.7;36.0;39.2;23.0;23.0;24.320;43.8;1001.48;
